;lexeme;ai1P;ai1S;ai2P;ai2S;ai3P;ai3S;fi1P;fi1S;fi2P;fi2S;fi3P;fi3S;ii1P;ii1S;ii2P;ii2S;ii3P;ii3S;inf;is1P;is1S;is2P;is2S;is3P;is3S;pI1P;pI2P;pI2S;pP;pc1P;pc1S;pc2P;pc2S;pc3P;pc3S;pi1P;pi1S;pi2P;pi2S;pi3P;pi3S;ppMS;ps1P;ps1S;ps2P;ps2S;ps3P;ps3S
3511;titrer;;;;;;titra;;;;;;;;;;;;titrE;titre;;;;;;;;;;;;;;;;;;;;;;titr;;;;;;;
3512;tituber;;;;;;tityba;;;;;;;;;titybje;;;titybE;titybe;;;;;;;;titybe;tityb;titybâ;;;;;;;;tityb;;;;tityb;;;;;;;
3513;tiédir;;;;;;;;;;;;;;;;;;tjEdisE;;;;;;;;;;;tjEdisâ;;;;;;;;;;;;tjEdi;;;;;;;
3514;toiler;;;;;;;;;;;;;;;;;;;;;;;twalas;;;;;;;;;;;;;;;;;;;;;;;;;
3515;toiser;;;;;twazEr;twaza;;;;;;;;;;;twazE;twazE;twaze;;;;;;;;;;twazâ;;;;;;;;;;;twaz;twaz;;;;;;;
3516;tolérer;;;;;;;;tOlEr6rE;;;;tOlEr6ra;;;;;;tOlErE;tOlEre;;;;;;;;tOlEre;tOlEr;tOlErâ;;tOlEr6rE;;;;;tOlErô;tOlEr;;;tOlEr;tOlEr;;;;;;;
3517;tomber;;tôbE;;;tôbEr;tôba;;tôb6rE;tôb6re;tôb6ra;tôb6rô;tôb6ra;tôbjô;tôbE;;tôbE;tôbE;tôbE;tôbe;;;;;;tôba;;tôbe;tôb;tôbâ;tôb6rjô;tôb6rE;tôb6rje;tôb6rE;tôb6rE;tôb6rE;tôbô;tôb;tôbe;tôb;tôb;tôb;;;;;;;tôb
3518;tomer;;;;;;tOma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3519;tondre;;;;;;;;;;;;;;;;;;tôdE;tôdr;;;;;;;;;;;;;;;;;;tô;;;;;;;;;;;tôd
3520;tonifier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tOnifi;;;;;;;
3521;tonner;;;;;;tOna;;;;;;;;;;;tOnE;tOnE;tOne;;;;;;;;;;;;;;;;;;;;;;tOn;;;;;;;
3522;toper;;;;;;;;;;;;;;;;;;;;;;;;;;;;tOp;;;;;;;;;tOp;;;;tOp;;;;;;;
3523;torcher;;;;;;;;;;;;;;;;;;tOrSE;tOrSe;;;;;;;;;tOrS;tOrSâ;;;;;;;;tOrS;;;tOrS;tOrS;;;;;;;
3524;torchonner;;;;;;;;;;;;;;;;;;tOrSOnE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3525;tordre;;;;;;tOrdi;;;tOrdre;;;;;tOrdE;;;tOrdE;tOrdE;tOrdr;;;;;;;;tOrde;tOr;tOrdâ;;;;tOrdrE;;tOrdrE;;;tOrde;tOr;tOrd;tOr;;;;;;;tOrd
3526;torpiller;;;;;;;;;;;;;;;;;;;tOrpije;;;;;;;;;;;;;;;;;;;;tOrpij;;tOrpij;;;;;;;
3527;tortiller;;;;;;tOrtija;;;;;;;;;;;tOrtijE;tOrtijE;tOrtije;;;;;;;;;tOrtij;tOrtijâ;;;;;;;;tOrtij;tOrtije;;;tOrtij;;;;;;;
3528;torturer;;tOrtyrE;;;;;;;;;;;;;;;tOrtyrE;tOrtyrE;tOrtyre;;;;;;;;tOrtyre;tOrtyr;;;;;;;;;tOrtyr;tOrtyre;tOrtyr;tOrtyr;tOrtyr;;;;;;tOrtyr;
3529;toréer;;;;;;;;;;;;;;;;;;;tOrEe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3530;totaliser;;;;;;;;;;;;;;;;;;tOtalizE;;;;;;;;;;;;;;;;;;;tOtaliz;;;;;;;;;;;
3531;toucher;;tuSE;;;tuSEr;tuSa;;tuS6rE;tuS6re;tuS6ra;;tuS6ra;;tuSE;;tuSE;tuSE;tuSE;tuSe;;;;;;;tuSô;tuSe;tuS;tuSâ;;tuS6rE;;tuS6rE;tuS6rE;tuS6rE;tuSô;tuS;tuSe;tuS;tuS;tuS;;;tuS;;;tuS;tuS
3532;touiller;;;;;;;;;;;;;;tujE;;;;;tuje;;;;;;;;;tuj;;;;;;;;;tuj;;;;;;;;;;;
3533;tourbillonner;;;;;;;;;;;;;;;;;turbijOnE;turbijOnE;turbijOne;;;;;;;;;turbijOn;turbijOnâ;;;;;;;;turbijOn;;;turbijOn;turbijOn;;;;;;;
3534;tourmenter;;turmâtE;;;;turmâta;;;;;turmât6rô;turmât6ra;;turmâtE;;;turmâtE;turmâtE;turmâte;;;;;;;;turmâte;turmât;turmâtâ;;;;;;;;turmât;turmâte;;turmât;turmât;;;;;;;
3535;tournebouler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;turn6bul;;;;;;;
3536;tourner;;turnE;;;turnEr;turna;;;turn6re;;turn6rô;turn6ra;;turnE;;turnE;turnE;turnE;turne;;;;;;;turnô;turne;turn;turnâ;;turn6rE;;;;turn6rE;turnô;turn;turne;turn;turn;turn;;;;;;turn;turn
3537;tournoyer;;;;;;;;;;;;;;;;;turnwajE;turnwajE;turnwaje;;;;;;;;;;turnwajâ;;;;;turnwarE;;;;;;turnwa;;;;;;;;
3538;tousser;;;;;;tusa;;;;;;;;;;;tusE;tusE;tuse;;;;;;;;;tus;tusâ;;;;;;;;tus;tuse;tus;tus;tus;;;;;;;
3539;toussoter;;;;;;tusOta;;;;;;;;;tusOtje;;;;tusOte;;;;;;;;;;;;;;;;;;tusOt;;;;tusOt;;;;;;;
3540;tracasser;;;;;;;;;;;;;;;;;trakasE;trakasE;trakase;;;;;;;;trakase;trakas;;;;;;;;;trakas;trakase;;;trakas;;;;;;;
3541;tracer;;;;;;trasa;;;;;;;;trasE;;;trasE;trasE;trase;;;;;;;;trase;tras;trasâ;;;;;;;;tras;;tras;tras;tras;;;;;;;
3542;traduire;;tradHizi;;;;tradHizi;;tradHirE;tradHire;;;tradHira;;tradHizE;;tradHizE;;tradHizE;tradHir;;;;;;;;tradHize;tradHi;tradHizâ;;tradHirE;;;;;;tradHi;;tradHi;;tradHi;;;tradHiz;;;;
3543;trafiquer;;;;;;;;;;;;;;;;;trafikE;trafikE;;;;;;;;;trafike;trafik;trafikâ;;;;;;;;trafik;trafike;trafik;trafik;trafik;;;;;;;
3544;trahir;;;;;trair;trai;;trairE;traire;;trairô;traira;;traisE;;;traisE;traisE;trair;;;;;;;;traise;trai;;;trairE;;;;trairE;;trai;traise;trai;trais;trai;;;trais;;;;
3545;traire;;;;;;;;;;;;;;;;;;;trEr;;;;;;;;;;;;;;;;;;trE;;;;trE;;;;;;;
3546;traiter;;trEtE;;;;trEta;;;;;trEt6rô;trEt6ra;;trEtE;;trEtE;trEtE;trEtE;trEte;;;;;;;trEtô;trEte;trEt;trEtâ;;;;;trEt6rE;trEt6rE;trEtô;trEt;trEte;trEt;trEt;trEt;;;trEt;trEtje;trEt;trEt;trEt
3547;tramer;;;;;;;;;;;;;;;;;;tramE;trame;;;;;;;;;;;;;;;;;;tram;;;;tram;;;;;;;
3548;trancher;;;;;;trâSa;;;;;;;;;;;trâSE;;trâSe;;;;;;;;;trâS;trâSâ;;;;;;trâS6rE;;trâS;;;;trâS;;;;;;;
3549;tranquilliser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;trâkiliz;;trâkiliz;;trâkiliz;;;;;;;
3550;transbahuter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;trâsbaytâ;;;;;;;;;;;;;;;;;;;
3551;transcender;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;trâsâd;trâsâd;;;;;;;
3552;transcrire;;;;;;;;;;;;;;;;;;;;;;;;;;;;trâskri;;;;;;;;;;;;;;;;;;;;
3553;transfigurer;;;;;;;;;;;;;;;;;;;trâsfigyre;;;;;;;;;;;;;;;;trâsfigyr6rE;;;;;;trâsfigyr;;;;;;;
3554;transformer;;;;;;trâsfOrma;;;;;;trâsfOrm6ra;;;;;trâsfOrmE;trâsfOrmE;trâsfOrme;;;;;;;;trâsfOrme;trâsfOrm;trâsfOrmâ;;;;;trâsfOrm6rE;trâsfOrm6rE;trâsfOrmô;trâsfOrm;;trâsfOrm;trâsfOrm;trâsfOrm;;;;;;;trâsfOrm
3555;transférer;;;;;;;;trâsfEr6rE;;;;trâsfEr6ra;;;;;;;trâsfEre;;;;;;;trâsfErô;;trâsfEr;;;;;;;;;trâsfEr;;;;trâsfEr;;;;;;;
3556;transgresser;;;;;;;;;;;;;;;;;;;trâsgrEse;;;;;;;;;trâsgrEs;;;;;;;;trâsgrEsô;;trâsgrEse;;;;;;;;;;
3557;transiger;;;;;;;;;;;;;;;;;;;trâziZe;;;;;;;;;trâziZ;;;;;;;;;trâziZ;;;;;;;;;;;
3558;transir;;;;;;trâzi;;;;;;;;;;;;;trâzir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3559;transiter;;;;;;;;;;;;;;;;;trâzitE;;trâzite;;;;;;;;;;;;;;;;;;;;;;trâzit;;;;;;;
3560;transmettre;;;;;;trâsmi;;trâsmEtrE;;trâsmEtra;;trâsmEtra;;;;;;trâsmEtE;trâsmEtr;;;;;;;trâsmEtô;trâsmEte;trâsmE;trâsmEtâ;;;;;;;;trâsmE;trâsmEte;trâsmE;trâsmEt;trâsmE;;;trâsmEt;;;;
3561;transmigrer;;;;;;;;;;;;;;;;;;trâsmigrE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3562;transmuter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;trâsmyt;;;;;;;;;;;
3563;transparaître;;;;;;;;;;;;;;;;;;trâsparEsE;trâsparEtr;;;;;;;;;;;;;;;;;;;;;trâsparEs;trâsparE;;;;;;;trâsparEs
3564;transpercer;;;;;;trâspErsa;;trâspErs6rE;;;;;;;;;;trâspErsE;trâspErse;;;;;;;;;trâspErs;;;;;;;;;trâspErs;;;trâspErs;trâspErs;;;;;;;
3565;transpirer;;;;;;;;;;;;;;;;trâspirE;trâspirE;trâspirE;trâspire;;;;;;;;;trâspir;trâspirâ;;;;;;;;trâspir;;trâspir;;trâspir;;;;;;;
3566;transporter;;;;;;trâspOrta;;;;;;;;trâspOrtE;;;trâspOrtE;trâspOrtE;trâspOrte;;;;;;;;trâspOrte;trâspOrt;trâspOrtâ;;;;;;;;trâspOrt;trâspOrte;;trâspOrt;trâspOrt;;;;;;trâspOrt;trâspOrt
3567;transposer;;;;;;;;;;;;;;;;;;;trâspOze;;;;;;;trâspOzô;;trâspoz;;;;;;;;;;;;;trâspoz;;;;;;;
3568;transsuder;;;;;;;;;;;;;;;;;;;;;;;;;;;;;trâssydâ;;;;;;;;;;;;;;;;;;;
3569;transvaser;;;;;trâsvazEr;;;;;;;;;;;;;;;;;;;;;;;trâsvaz;;;;;;;;;;;;;;;;;;;;
3570;traquer;;;;;;traka;;;;;;;;;;;;trakE;trake;;;;;;;;;trak;trakâ;;;;;;;;trak;;trak;trak;trak;;;;;;;trak
3571;traumatiser;;;;;;;;;;;;;;;;;;;trOmatize;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3572;travailler;;travajE;;;;travaja;travaj6rô;travaj6rE;travaj6re;travaj6ra;travaj6rô;travaj6ra;travajô;travajE;travaje;travajE;travajE;travajE;travaje;;;;;;;travajô;travaje;travaj;travajâ;;travaj6rE;travaj6rje;travaj6rE;;travaj6rE;travajô;travaj;travaje;travaj;travaj;travaj;;;;;;;travaj
3573;traverser;;travErsE;;;travErsEr;travErsa;travErs6rô;travErs6rE;;;travErs6rô;;travErsjô;travErsE;;travErsE;travErsE;travErsE;travErse;;;;;;;travErsô;travErse;travErs;travErsâ;;;;;travErs6rE;;travErsô;travErs;travErse;travErs;travErs;travErs;;;;;;;
3574;travestir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;travEsti;;travEsti;;;;;;;
3575;traînailler;;;;;;;;;;;;;;;;;;;trEnaje;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3576;traîner;;trEnE;;;trEnEr;trEna;trEn6rô;;;;trEn6rô;;trEnjô;trEnE;trEnje;trEnE;trEnE;trEnE;trEne;;;;;;;trEnô;trEne;trEn;trEnâ;;;;;;;trEnô;trEn;trEne;trEn;trEn;trEn;;;;;;;trEn
3577;trembler;;;;;trâblEr;trâbla;;;;;trâbl6rô;trâbl6ra;;trâblE;;trâblE;trâblE;trâblE;trâble;;;;;;;;trâble;trâbl;trâblâ;;trâbl6rE;;;;;trâblô;trâbl;trâble;trâbl;trâbl;trâbl;;;;;;;
3578;tremper;;trâpE;;;;trâpa;;;;;;;;trâpE;;;;trâpE;trâpe;;;;;;;;;trâp;trâpâ;;trâp6rE;;;trâp6rE;;;trâp;;trâp;trâp;trâp;;;;;;;
3579;tressaillir;;;;;;trEsaji;;;;;;;;;;;;trEsajE;trEsajir;;;;;;;;;trEsaj;trEsajâ;;;;;;;;trEsaj;;;trEsaj;trEsaj;;;;;;;
3580;tressauter;;;;;;;;;;;;;;;;;;;trEsOte;;;;;;;;;;trEsOtâ;;;;;;;;trEsot;;;trEsot;trEsot;;;;;;;
3581;tresser;;;;;;;;;;;;;;;;;;;trEse;;;;;;;;;;;;;;;;;trEsô;;;;trEs;;;;;;;;
3582;trianguler;;;;;;;;;;;;;;;;;;;triâgyle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3583;tricher;;;;;;;;;;;;;;;triSje;triSE;triSE;;triSe;;;;;;;;triSe;triS;triSâ;;;;;;;;triS;triSe;triS;;triS;;;;;;;
3584;tricoter;;;;;;;;;;trikOt6ra;;trikOt6ra;;;;;trikOtE;trikOtE;trikOte;;;;;;;;;trikOt;trikOtâ;;;;;;trikOt6rE;;trikOt;;;;trikOt;;;;;;;
3585;trier;;;;;;trja;;;;;;;;triE;;;;;trie;;;;;;;;;;triâ;;;;;;;;tri;trie;;;tri;;;;;;;
3586;trifouiller;;;;;;;;;;;;;;;;;;;trifuje;;;;;;;;;trifuj;;;;;;;;;;;;;;;;;;;;
3587;trimbaler;;;;;;;;trêbal6rE;;;;;;;;;trêbalE;trêbalE;trêbale;;;;;;;;;;trêbalâ;;;;;;;trêbalô;trêbal;;;trêbal;trêbal;;;;;;;trêbal
3588;trimballer;;;;;;;;;;;;;;trêbalE;;;;trêbalE;;;;;;;;;;;;;;;;;;;trêbal;;trêbal;;trêbal;;;;;;;
3589;trimer;;;;;;;;;;;;;;;;;;;trime;;;;;;;;;;;;;;;;;;trim;;;trim;trim;;;;;;;
3590;tringler;;;;;;;;;;;;;;;;;trêglE;;trêgle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3591;trinquer;;;;;trêkEr;trêka;;;;;;trêk6ra;trêkjô;;;trêkE;trêkE;;trêke;;;;;;;trêkô;trêke;trêk;trêkâ;;;;;;;trêkô;trêk;trêke;;trêk;trêk;;;;;;;
3592;triompher;;triôfE;;;;triôfa;;;;;;triôf6ra;;triôfE;;;triôfE;triôfE;triôfe;;;;;;;;;triôf;triôfâ;;;;;;;triôfô;triôf;;;triôf;triôf;;;;;;;
3593;tripler;;;;;;;;;;;;;;;;;;;triple;;;;;;;;;tripl;;;;;;;;;tripl;;;;tripl;;;;;;;
3594;tripoter;;;;;;;;;;;;;;tripOtE;;tripOtE;;tripOtE;tripOte;;;;;;;;;tripOt;;;;;;;;;tripOt;tripOte;tripOt;tripOt;tripOt;;;;;;tripOt;
3595;triquer;;;;;;;;;;;;;;trikE;;;;;trike;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3596;trisser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tris;;;;tris;;;;;;;
3597;triturer;;;;;;;;;;;;;;;;;;trityrE;trityre;;;;;;;;;;;;;;;;;;;;;;trityr;;;;;;;
3598;tromper;;trôpE;;;trôpEr;;trôp6rô;trôp6rE;;trôp6ra;;;;trôpE;trôpje;trôpE;trôpE;trôpE;trôpe;;;;;;;;trôpe;trôp;;;trôp6rE;;;;trôp6rE;trôpô;trôp;trôpe;trôp;trôp;trôp;;;trôp;;trôp;;
3599;tronquer;;;;;;;;;;;;;;;;;;;trôke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3600;tronçonner;;;;;;;;;;;;;;;;;;;trôsOne;;;;;;;;;;;;;;;;;;;;;;trôsOn;;;;;;;
3601;troquer;;;;;;;;;;;;;;;;;;;trOke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3602;trotter;;;;;;;;;;;;;;;;;;trOtE;trOte;;;;;;;;;trOt;trOtâ;;;;;;;;trOt;;;;trOt;;;;;;;
3603;trottiner;;;;;;;;;;;;;;trOtinE;;;;trOtinE;trOtine;;;;;;;;;trOtin;;;;;;;;;trOtin;;;;;;;;;;;
3604;troubler;;;;;trublEr;trubla;;;;;;;;;;;trublE;trublE;truble;;;;;;;;truble;trubl;trublâ;;;;;;;;trubl;;;trubl;trubl;;;;;;;trubl
3605;trouer;;;;;;;;;;;;;;;;;truE;;true;;;;;;;;true;tru;truâ;;;;;;;;tru;;;;tru;;;;;;;
3606;trousser;;;;;;;;;;;;;;;;;;trusE;;;;;;;;;;;;;;;;;;;trus;;;;;;;;;;;
3607;trouver;truvam;truvE;;truva;truvEr;truva;truv6rô;truv6rE;truv6re;truv6ra;truv6rô;truv6ra;truvjô;truvE;truvje;truvE;truvE;truvE;truve;;;;;;truva;truvô;truve;truv;truvâ;truv6rjô;truv6rE;truv6rje;truv6rE;truv6rE;truv6rE;truvô;truv;truve;truv;truv;truv;;truvjô;truv;;truv;truv;truv
3608;truander;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tryâd;;;;;;;
3609;trucider;;;;;;;;;;;;;;;;;;;tryside;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3610;truffer;;;;;;;;;;;;;;;;;;tryfE;tryfe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3611;truquer;;;;;;;;;;;;;;;;;trykE;;tryke;;;;;;;;;tryk;;;;;;;;;;;;;tryk;;;;;;;
3612;trébucher;;;;;;trEbySa;;;;;;;;trEbySE;;;;trEbySE;trEbySe;;;;;;;;;trEbyS;trEbySâ;;;;;;;;trEbyS;;;trEbyS;trEbyS;;;;;;;
3613;trémousser;;;;;;;;;;;;;;;;;;trEmusE;trEmuse;;;;;;trEmusa;;;trEmus;;;;;;;;;trEmus;;;;trEmus;;;;;;;
3614;trépaner;;;;;;;;;;;;;;;;;;;trEpane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3615;trépasser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;trEpas;;;;;;;
3616;trépider;;;;;;;;;;;;;;;;;;;trEpide;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3617;trépigner;;;;;;trEpiJa;;;;;;;;;;;;trEpiJE;trEpiJe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3618;trôner;;;;;;;;;;;;;;;;;trOnE;trOnE;trOne;;;;;;;;;;trOnâ;;;;;;;;tron;;;tron;tron;;;;;;;
3619;tuber;;;;;;;;;;;;;;;;;;;tybe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3620;tuer;;;;;tyEr;tya;tyrô;tyrE;tyre;tyra;tyrô;tyra;;tyE;tyje;tyE;tyE;tyE;tye;;;;;;;tyô;tye;ty;tyâ;;tyrE;tyrje;tyrE;;tyrE;tyô;ty;tye;ty;ty;ty;;;ty;tyje;ty;;ty
3621;turbiner;;;;;;;;;;;;;;;;;;;tyrbine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3622;turlupiner;;;;;;;;;;;;;;;;;;tyrlypinE;;;;;;;;;;;;;;;;;;;;;;;tyrlypin;;;;;;;
3623;tutoyer;;;;;;tytwaja;;;;;;;;;;;;tytwajE;tytwaje;;;;;;;;tytwaje;tytwa;tytwajâ;;;;;;;;tytwa;tytwaje;;;tytwa;;;;;;;
3624;tyranniser;;;;;;;;;;;;;;;;;;;tiranize;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3625;tâcher;;taSE;;;;taSa;;taS6rE;;;;;taSjô;;;;taSE;taSE;taSe;;;;;;;taSô;taSe;taS;taSâ;;;;;;taS6rE;taSô;taS;taSe;;taS;taS;;;;;;;
3626;tâter;;;;;;tata;;;;;;;;;;;tatE;tatE;tate;;;;;;;;tate;tat;tatâ;;;;;;;;tat;tate;;;tat;;;;;;;
3627;tâtonner;;tatOnE;;;tatOnEr;tatOna;;;;;;;;;;;tatOnE;tatOnE;tatOne;;;;;;;;;tatOn;tatOnâ;;;;;;;;tatOn;;;tatOn;tatOn;;;;;;;
3628;télégraphier;;tElEgrafjE;;;;tElEgrafja;;;;;;;;;;;;;tElEgrafje;;;;;;;;;tElEgrafi;;;;;;;;;tElEgrafi;;;;tElEgrafi;;;;;;;
3629;téléphoner;;tElEfOnE;;;;tElEfOna;;tElEfOn6rE;tElEfOn6re;tElEfOn6ra;;;;tElEfOnE;tElEfOnje;tElEfOnE;;tElEfOnE;tElEfOne;;;;;;;;tElEfOne;tElEfOn;;;;;;;;;tElEfOn;tElEfOne;tElEfOn;tElEfOn;tElEfOn;;;;;tElEfOn;;
3630;téléviser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tElEviz;;tElEviz;;tElEviz;;;;;;;
3631;témoigner;;;;;;tEmwaJa;;tEmwaJ6rE;;;tEmwaJ6rô;tEmwaJ6ra;;;;tEmwaJE;tEmwaJE;tEmwaJE;tEmwaJe;;;;;;;;tEmwaJe;tEmwaJ;tEmwaJâ;;;;;;tEmwaJ6rE;;tEmwaJ;tEmwaJe;tEmwaJ;tEmwaJ;tEmwaJ;;;;;;;
3632;téter;;;;;;;;;;;;;;tEtE;;tEtE;;tEtE;tEte;;;;;;;;;tEt;tEtâ;;;;;;;;;;;;tEt;;;;;;;
3633;unifier;;;;;;;;;;;;;;;;;;;ynifje;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3634;unir;;;;;ynir;yni;ynirô;;;;;;;;ynisje;;ynisE;ynisE;ynir;;;;;;;ynisô;ynise;yni;ynisâ;;;;;;;ynisô;yni;ynise;;ynis;yni;;;;;;;ynis
3635;urger;;;;;;;;;;;;;;;;;;yrZE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yrZ
3636;uriner;;;;;;yrina;;;;;;;;;;;;yrinE;yrine;;;;;;;;;;;;;;;;;;;yrine;;;yrin;;;;;;;
3637;user;;yzE;;;;yza;yz6rô;yz6rE;;;;yz6ra;yzjô;;;yzE;yzE;yzE;yze;;;;;;;yzô;yze;yz;yzâ;;;;;;yz6rE;yzô;yz;yze;;yz;yz;;;;;;;
3638;usiner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yzinâ;;;;;;;;;;;;yzin;;;;;;;
3639;usurper;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yzyrpâ;;;;;;;;;;;;;;;;;;;
3640;utiliser;;;;;;ytiliza;ytiliz6rô;ytiliz6rE;ytiliz6re;;ytiliz6rô;ytiliz6ra;;ytilizE;;ytilizE;ytilizE;ytilizE;ytilize;;;;;;ytiliza;ytilizô;ytilize;ytiliz;ytilizâ;;ytiliz6rE;;ytiliz6rE;ytiliz6rE;ytiliz6rE;ytilizô;ytiliz;ytilize;ytiliz;ytiliz;ytiliz;;;;;ytiliz;;ytiliz
3641;vacciner;;;;;;;;;;;;;;;;;;;vaksine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3642;vaciller;;;;;;vasija;;;;;;;;;;;vasijE;vasijE;vasije;;;;;;;;;vasij;vasijâ;;;;;;;;vasij;;;;vasij;;;;;;;
3643;vadrouiller;;;;;;;;;;;;;;;;;;;vadruje;;;;;;;;;;;;;;;;;;vadruj;;;;vadruj;;;;;;;
3644;vagabonder;;;;;;;;;;;;;;vagabôdE;;;;vagabôdE;vagabôde;;;;;;;;;;;;;;;;;;vagabôd;;;;vagabôd;;;;;;;
3645;vagir;;;;;;;;;;;;;;;;vaZisE;;vaZisE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3646;vaguer;;;;;;;;;;;;;;;;;;;vage;;;;;;;;;vag;;;;;;;;;vag;;;;vag;;;;;;;vag
3647;vaincre;;;;;;;;;;;;vêkra;;;;;;;vêkr;;;;;;;;;vê;;;;;;;vêkrE;;;;;;;;;;;;;
3648;valider;;;;;;;;;;;;;;;;;;;valide;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3649;valoir;;;;;valyr;valy;;;;vOdra;vOdrô;vOdra;;valE;;valE;valE;valE;valwar;;;;;;valy;valô;vale;vo;valâ;;;;;vOdrE;vOdrE;valô;vo;vale;vo;val;vo;;;vaj;;;;vaj
3650;valoriser;;;;;;;;;;;;;;;;;;;valOrize;;;;;;;;;;;;;;;;;;;;;;valOriz;;;;;;;
3651;valser;;;;;valsEr;;;;;;;;;;;;;valsE;valse;;;;;;;;;;valsâ;;;;;;;;vals;;;;vals;;;;;;;
3652;vanner;;;;;;vana;;;;;;;;;;;;;vane;;;;;;;;;;;;;;;;;;van;;;;van;;;;;;;
3653;vanter;;;;;;;;;;;vât6rô;;vâtjô;vâtE;;vâtE;vâtE;vâtE;vâte;;;;;;;;;vât;;;;;vât6rE;;;;vât;vâte;vât;;vât;;;;;;;
3654;vaporiser;;;;;;;;;;;;;;;;;;vapOrizE;vapOrize;;;;;;;;;vapOriz;;;;;;;;;;;;;;;;;;;;
3655;vaquer;;;;;;;;;;;;;;;;;;vakE;vake;;;;;;;;;;vakâ;;;;;;;;;;;;;;;;;;;
3656;varier;;;;;;;;varirE;;;;;;;;;varjE;varjE;varje;;;;;;;;;vari;varjâ;;;;;varirE;;;vari;;;vari;vari;;;;;;;
3657;vasouiller;;;;;;;;;;;;;;;;;;;vazuje;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3658;vaticiner;;;;;;;;;;;;;;;;;;vatisinE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3659;vautrer;;;;;;;;;;;;;;vOtrE;;;;vOtrE;vOtre;;;;;;;;;votr;;;;;;;;;votr;;;;votr;;;;;;;
3660;veiller;;vEjE;;;;;vEj6rô;vEj6rE;vEj6re;;vEj6rô;vEj6ra;;vEjE;;vEjE;vEjE;vEjE;vEje;;;;;;;;vEje;vEj;vEjâ;;vEj6rE;;;;vEj6rE;;vEj;vEje;vEj;vEj;vEj;;;;;vEj;;
3661;vendre;;;;;vâdir;vâdi;vâdrô;vâdrE;vâdre;vâdra;vâdrô;vâdra;vâdjô;vâdE;;vâdE;vâdE;vâdE;vâdr;;vâdis;;;;;vâdô;vâde;vâ;vâdâ;;vâdrE;;vâdrE;vâdrE;vâdrE;vâdô;vâ;vâde;vâ;vâd;vâ;;;vâd;;vâd;;vâd
3662;venger;;;;;;vâZa;;vâZ6rE;;;;vâZ6ra;;vâZE;;;vâZE;vâZE;vâZe;;;;;;vâZa;vâZô;;vâZ;vâZâ;;;;vâZ6rE;;vâZ6rE;;vâZ;vâZe;;vâZ;vâZ;;;;;vâZ;;vâZ
3663;venir;;vê;;vê;vêr;vê;vjêdrô;vjêdrE;vjêdre;vjêdra;vjêdrô;vjêdra;v6njô;v6nE;v6nje;v6nE;v6nE;v6nE;v6nir;;vês;;;vês;vê;v6nô;v6ne;vjê;v6nâ;;vjêdrE;vjêdrie;vjêdrE;vjêdrE;vjêdrE;v6nô;vjê;v6ne;vjê;vjEn;vjê;;;vjEn;;vjEn;vjEn;vjEn
