;lexeme;ai1P;ai1S;ai2P;ai2S;ai3P;ai3S;fi1P;fi1S;fi2P;fi2S;fi3P;fi3S;ii1P;ii1S;ii2P;ii2S;ii3P;ii3S;inf;is1P;is1S;is2P;is2S;is3P;is3S;pI1P;pI2P;pI2S;pP;pc1P;pc1S;pc2P;pc2S;pc3P;pc3S;pi1P;pi1S;pi2P;pi2S;pi3P;pi3S;ppMP;ps1P;ps1S;ps2P;ps2S;ps3P;ps3S
3164;réprouver;;;;;;;;;;;;;;;;;;rEpruvE;rEpruve;;;;;;rEpruva;;rEpruve;;;;;;;;rEpruv6rE;;rEpruv;rEpruve;;;;;;;;;;
3165;répudier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;rEpydi;;;;rEpydi;;;;;;;
3166;répugner;;;;;;;;;;;;;;rEpyJE;;;;rEpyJE;;;;;;;rEpyJa;;rEpyJe;;rEpyJâ;;;;;;;;rEpyJ;;rEpyJ;;rEpyJ;;;;;;;
3167;réputer;;;;;;;;;;;;;;;;;;rEpytE;;;;;;;;;;;;;;;;;;;;;;;rEpyt;;;;;;;
3168;répéter;;rEpEtE;;;rEpEtEr;rEpEta;;rEpEt6rE;rEpEt6re;rEpEt6ra;;;rEpEtjô;rEpEtE;rEpEtje;rEpEtE;rEpEtE;rEpEtE;rEpEte;;;;;;rEpEta;rEpEtô;rEpEte;rEpEt;rEpEtâ;;rEpEt6rE;;rEpEt6rE;;;rEpEtô;rEpEt;rEpEte;rEpEt;rEpEt;rEpEt;;;;;rEpEt;;rEpEt
3169;réquisitionner;;;;;;;;;;;;;;;;;;rEkizisjOnE;rEkizisjOne;;;;;;;;;;rEkizisjOnâ;;;;;;;;rEkizisjOn;;;;;;;;;;;
3170;réserver;;;;;;;;rEzErv6rE;;;;;rEzErvjô;rEzErvE;;rEzErvE;rEzErvE;rEzErvE;rEzErve;;;;;;;rEzErvô;rEzErve;rEzErv;rEzErvâ;;;;;;;rEzErvô;rEzErv;rEzErve;rEzErv;rEzErv;rEzErv;;;;;;;
3171;résider;;;;;;;;;;;;;;;;;;rEzidE;;;;;;;;;;rEzid;rEzidâ;;;;;;;;rEzid;;rEzid;rEzid;rEzid;;;;;;;
3172;résigner;;rEziJE;;;;rEziJa;;;;;;;;rEziJE;;;rEziJE;rEziJE;rEziJe;;;;;;;;;rEziJ;;;;;;;;;rEziJ;;;;rEziJ;;;;;;;
3173;résister;;rEzistE;;;;rEzista;;rEzist6rE;;;rEzist6rô;rEzist6ra;;;;;;rEzistE;rEziste;;;;;;;;rEziste;rEzist;rEzistâ;;;;rEzist6rE;rEzist6rE;;;rEzist;rEziste;rEzist;rEzist;rEzist;;;;;rEzist;rEzist;
3174;résonner;;;;;rEzOnEr;rEzOna;;;;;;rEzOn6ra;;;;;rEzOnE;rEzOnE;rEzOne;;;;;;;;rEzOne;rEzOn;rEzOnâ;;;;;;;;rEzOn;;;rEzOn;rEzOn;;;;;;;
3175;résoudre;;rEzOly;;rEzOly;;rEzOly;;;;;rEzudrô;rEzudra;;;;;;rEzOlvE;rEzudr;;;;;;;;rEzOlve;rEzu;;;;;rEzudrE;;rEzudrE;;rEzu;;rEzu;rEzOlv;rEzu;;;rEzOlv;;;;rEzOlv
3176;résulter;;;;;;;;;;;;;;;;;;rEzyltE;;;;;;;;;;;rEzyltâ;;;;;;rEzylt6rE;;;;;rEzylt;rEzylt;;;;;;;
3177;résumer;;;;;;;;;;;;rEzym6ra;;;;;rEzymE;rEzymE;rEzyme;;;;;;;rEzymô;;rEzym;rEzymâ;;;rEzym6rje;;;;rEzymô;rEzym;;;rEzym;rEzym;;;;;;;
3178;rétablir;;;;;rEtablir;rEtabli;;;;rEtablira;;rEtablira;;;;;;rEtablisE;rEtablir;;;;;;;;;rEtabli;rEtablisâ;;;;;;rEtablirE;rEtablisô;rEtabli;rEtablise;rEtabli;;rEtabli;;;rEtablis;;;;
3179;rétamer;;;;;;;;;;;;;;;;;;;rEtame;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3180;rétorquer;;rEtOrkE;;;;rEtOrka;;;;;;;;;;;;rEtOrkE;rEtOrke;;;;;;;;;rEtOrk;;;;;;;;;rEtOrk;;;;rEtOrk;;;;;;;
3181;rétracter;;;;;;;;;;;;;;;;;;;rEtrakte;;;;;;;;;rEtrakt;;;;;;;;;rEtrakt;;;rEtrakt;rEtrakt;;;;;;;
3182;rétrograder;;;;;;;;;;;;;;;;;;;rEtrOgrade;;;;;;;;;;;;;;;;;;;;;;rEtrOgrad;;;;;;;
3183;rétrécir;;;;;rEtrEsir;rEtrEsi;;;;;;;;;;;;rEtrEsisE;rEtrEsir;;;;;;;;;rEtrEsi;rEtrEsisâ;;;;;;;;;;;rEtrEsis;rEtrEsi;;;;;;;
3184;réunir;;;;;rEynir;rEyni;rEynirô;;;;rEynirô;rEynira;rEynisjô;;;;rEynisE;rEynisE;rEynir;;;;;;;rEynisô;;rEyni;rEynisâ;;;;;;rEynirE;rEynisô;rEyni;rEynise;rEyni;rEynis;rEyni;;;rEynis;;;;
3185;réussir;rEysim;;;;rEysir;rEysi;rEysirô;rEysirE;rEysire;rEysira;;rEysira;rEysisjô;rEysisE;rEysisje;rEysisE;rEysisE;rEysisE;rEysir;;;;;;;rEysisô;rEysise;;rEysisâ;;rEysirE;;rEysirE;rEysirE;rEysirE;;rEysi;rEysise;rEysi;rEysis;rEysi;;;rEysis;;;;rEysis
3186;réveiller;;rEvEjE;;;rEvEjEr;rEvEja;;;;rEvEj6ra;rEvEj6rô;rEvEj6ra;;rEvEjE;;rEvEjE;rEvEjE;rEvEjE;rEvEje;;;;;;;rEvEjô;rEvEje;rEvEj;rEvEjâ;;;;rEvEj6rE;rEvEj6rE;rEvEj6rE;rEvEjô;rEvEj;rEvEje;rEvEj;rEvEj;rEvEj;;;rEvEj;;rEvEj;;rEvEj
3187;réveillonner;rEvEjOnam;;;;;;;;;;;;;;;;;;rEvEjOne;;;;;;;rEvEjOnô;;;;;;;;;;;;;;;;;;;;;;
3188;réverbérer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;rEvErbEr;;;;;;;;
3189;réviser;;;;;;;;;;;;;;rEvizE;;;;;rEvize;;;;;;;;;;rEvizâ;;;;;;;;;;;;;;;;;;;
3190;révolter;;;;;rEvOltEr;rEvOlta;;;;;;;;;;;rEvOltE;rEvOltE;rEvOlte;;;;;;;;;rEvOlt;rEvOltâ;;;;;;;;rEvOlt;;;rEvOlt;rEvOlt;;;;;;;
3191;révolutionner;;;;;;rEvOlysjOna;;;;;;;;;;;;;rEvOlysjOne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3192;révoquer;;;;;;;;;;;;;;;;;;;;;;;;;;;;rEvOk;;;;;;;;;;;;;rEvOk;;;;;;;
3193;révulser;;;;;;;;;;;;;;;;;;;;;;;;;;;;rEvyls;;;;;;;;;rEvyls;;;;rEvyls;;;;;;;
3194;révéler;;rEvElE;;;rEvElEr;rEvEla;;rEvEl6rE;;rEvEl6ra;rEvEl6rô;rEvEl6ra;;rEvElE;;;rEvElE;rEvElE;rEvEle;;;;;;;;rEvEle;rEvEl;rEvElâ;;;;;rEvEl6rE;rEvEl6rE;;rEvEl;rEvEle;;rEvEl;rEvEl;;;;;;;
3195;révérer;;;;;;;;;;;;;;;;;;;;;;;;;;;;rEvEr;;;;;;;rEvEr6rE;;;;;;;;;;;;;
3196;réécouter;;;;;;;;;;;;;;;;;;rEEkutE;rEEkute;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3197;réécrire;;;;;;;;;;;;;;;;;;;rEEkrir;;;;;;;;;;;;;;;;;;;;;;;;;rEEkriv;;;;
3198;rééditer;;;;;;;;;;;;;;;;;;;rEEdite;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3199;rééduquer;;;;;;;;;;;;;;rEEdykE;;;;;rEEdyke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3200;rééquilibrer;;;;;;;;;;;;;;;;;;;rEEkilibre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3201;réévaluer;;;;;;;;;;;;rEEvalyra;;;;;;;rEEvalye;;;;;;;;;;;;;;;;;;rEEvaly;;;;;;;;;;;
3202;rêvasser;;;;;;rEvasa;;;;;;;;rEvasE;;;;rEvasE;;;;;;;;;;;rEvasâ;;;;;;;;rEvas;;;;rEvas;;;;;;;
3203;rêver;;rEvE;;;rEvEr;rEva;;rEv6rE;;;;;rEvjô;rEvE;rEvje;rEvE;rEvE;rEvE;rEve;;;;;;;;rEve;rEv;rEvâ;;;;;;rEv6rE;rEvô;rEv;rEve;rEv;rEv;rEv;;;;;rEv;;
3204;rôder;;rOdE;;;;;;rOd6rE;;;;;;;;rOdE;rOdE;rOdE;rOde;;;;;;;;;rod;rOdâ;;;;;;rOd6rE;;rod;;;rod;rod;;;;;;;
3205;rôtir;;;;;;;;;;;;;;;;;;rOtisE;rOtir;;;;;;;;;;;;;;;;;;;;rOti;;rOti;;;;;;;
3206;sabler;;;;;;;;;;;;;;;;;sablE;;sable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3207;saborder;;;;;;;;;;;;;;;;;;;sabOrde;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3208;saboter;;;;;;;;;;;;;;;;;;sabOtE;sabOte;;;;;;;;;;;;;;;;;;sabOt;;;;;;;;;;;
3209;sabrer;;;;;;;;sabr6rE;;;;;;;;;;sabrE;;;;;;;;;;sabr;;;;;;;;;;;;sabr;;;;;;sabr;;
3210;saccager;;;;;;sakaZa;;;;;;;;;;;;;sakaZe;;;;;;;sakaZô;;sakaZ;;;;;;;;;;;;;sakaZ;;;;;;;
3211;sacquer;;;;;;;;;;;;;;;;;;;sake;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3212;sacrer;;;;;;;;sakr6rE;;;;;;;;;;;;;;;;;;;;sakr;;;;;;;;;;;sakr;;sakr;;;;;;;
3213;sacrifier;;;;;;sakrifja;;sakrifirE;;;;;;;;;sakrifjE;sakrifjE;sakrifje;;;;;;;sakrifjô;sakrifje;sakrifi;sakrifjâ;;sakrifirE;;;;;sakrifjô;sakrifi;sakrifje;sakrifi;;sakrifi;;;;;;;
3214;saigner;;;;;;;;;;;;;;sEJE;;sEJE;sEJE;sEJE;sEJe;;sEJas;;;;;;sEJe;sEJ;sEJâ;;;;;;;;sEJ;sEJe;sEJ;sEJ;sEJ;;;;;;;
3215;saillir;;;;;;;;;;;;;;;;;;;sajir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3216;saisir;;;;;;sEzi;;;;;sEzirô;;;;;sEzisE;sEzisE;sEzisE;sEzir;;;;;;;sEzisô;sEzise;sEzi;sEzisâ;;;;;;sEzirE;;sEzi;sEzise;sEzi;sEzis;sEzi;;;sEzis;;;;
3217;salarier;;;;;;;;;;;;;;;;;;salarjE;salarje;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3218;saler;;;;sala;;;;;;;;;;;;;;;sale;;;;;;;;sale;sal;;;;;;;;;sal;;;;sal;;;;;;;sal
3219;salir;;;;;;sali;;;;;;;;;salisje;;;salisE;salir;;;;;;;;salise;sali;;;;;;;;;sali;salise;sali;salis;sali;;;;;;;salis
3220;saliver;;;;;;;;;;;;;;;;;;;salive;;;;;;;;;;;;;;;;;;saliv;;;;;;;;;;;
3221;saluer;;salyE;;;salyEr;salya;salyrô;salyrE;;;;salyra;;salyE;;;salyE;salyE;salye;;;;;;;salyô;salye;saly;salyâ;;;;;;;salyô;saly;salye;saly;saly;saly;;;;;;;
3222;sanctifier;;;;;;;;;;;;;;;;;;;;;;;;;;;;sâktifi;;;;;;;;;;;;;;;;;;;;sâktifi
3223;sanctionner;;;;;;;;;;;;;;;;;;;sâksjOne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3224;sangler;;;;;;;;;;;;;;;;;;;;;;;;;;;sâgle;;sâglâ;;;;;;;;;;;;;;;;;;;
3225;sangloter;;;;;;sâglOta;;;;;;;;sâglOtE;;;sâglOtE;sâglOtE;sâglOte;;;;;;;;;;sâglOtâ;;;;;;;;sâglOt;;;;sâglOt;;;;;;;
3226;saouler;;;;;;;;;;;;;;;;;sulE;sulE;sule;;;;;;;;;sul;sulâ;;;;;;;;sul;;;;sul;;;;;;;sul
3227;saper;;;;;;;;;;;;;;;;;;sapE;sape;;;;;;;;;sap;;;;;;;;;sap;;sap;;;;;;;;;
3228;saquer;;;;;;;;;;;;;;;;;;;sake;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3229;sarcler;;;;;;;;;;;;;;;;;;sarklE;sarkle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3230;satisfaire;;;;;;satisfi;;;;;satisf6rô;satisf6ra;;satisf6zE;;;;satisf6zE;satisfEr;;;;;;;;;satisfE;satisf6zâ;;;;;;;;;satisfEt;;;satisfE;;;;;;;
3231;saturer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;satyr;;;;;;;;;;;
3232;saucer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sOsâ;;;;;;;;sos;;;;sos;;;;;;;
3233;saucissonner;;;;;;;;;;;;;;;;;;;sOsisOne;;;;;;;;;;;;;;;;;;;;;;sOsisOn;;;;;;;
3234;saupoudrer;;;;;;;;;;;;;;;;;sOpudrE;;sOpudre;;;;;;;;;;sOpudrâ;;;;;;;;sOpudr;;;;sOpudr;;;;;;;
3235;saurer;;;;;;;;;;;;;sOrjô;sOrE;sOrje;sOrE;;;sOre;;;;;;;sOrô;;;;;;;;;;sOrô;;sOre;;;;;;;sOrje;;;
3236;sauter;;sOtE;;;sOtEr;sOta;sOt6rô;sOt6rE;;sOt6ra;sOt6rô;sOt6ra;;sOtE;sOtje;sOtE;sOtE;sOtE;sOte;;;;;;;;sOte;sot;sOtâ;;sOt6rE;;;;sOt6rE;sOtô;sot;sOte;sot;sot;sot;;;;;;;sot
3237;sautiller;;;;;;sOtija;;;;;;;;;;;sOtijE;;;;;;;;;;;sOtij;sOtijâ;;;;;;;;sOtij;;;sOtij;sOtij;;;;;;;
3238;sauvegarder;;;;;;;;;;;;;;;;;;;sOv6garde;;;;;;;;;sOv6gard;;;;;;;;;sOv6gard;;;;;;;;;;;
3239;sauver;;;;;sOvEr;sOva;;sOv6rE;sOv6re;;sOv6rô;sOv6ra;;sOvE;;sOvE;sOvE;sOvE;sOve;;;;;;;;sOve;sov;sOvâ;;sOv6rE;;sOv6rE;sOv6rE;sOv6rE;;sov;sOve;sov;sov;sov;;;;;;;
3240;savoir;sym;sy;;sy;syr;sy;sOrô;sOrE;sOre;sOra;sOrô;sOra;savjô;savE;savje;savE;savE;savE;savwar;;;;;;sy;;saSe;saS;saSâ;sOrjô;sOrE;sOrje;sOrE;sOrE;sOrE;savô;sE;save;sE;sav;sE;;saSjô;saS;saSje;saS;saS;saS
3241;savonner;;;;;;savOna;;;;;;;;savOnE;;;;savOnE;savOne;;;;;;;;;savOn;;;;;;;;;;;;savOn;;;;;;;;
3242;savourer;;;;;;;;;;;;;;;;;savurE;savurE;savure;;;;;;;;savure;savur;savurâ;;;;;;;;savur;savure;;;savur;;;;;;;
3243;scalper;;;;;;;;;;;;;;;;;;;;;;;;;;;;skalp;;;;;;;;;skalp;;;;;;;;;;;
3244;scandaliser;;skâdalizE;;;;;;;;;;;;skâdalizE;;;;skâdalizE;skâdalize;;;;;;;;;skâdaliz;;;;;;;;;skâdaliz;;;;;;;;;;;
3245;scander;;;;;;skâda;;;;;;;;;;;skâdE;skâdE;;;;;;;;;;skâd;skâdâ;;;;;;;;;;;skâd;skâd;;;;;;;
3246;sceller;;;;;;;;;;;;;;;;;;sElE;sEle;;;;;;;;;;sElâ;;;;;;;;sEl;;;;sEl;;;;;;;
3247;schlinguer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Slêg;;;;;;;
3248;scier;;;;;;;;;;;;;;;;;;sjE;sje;;;;;;;;;si;;;;;;;;;si;sje;si;;si;;;;;;;
3249;scinder;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sêd;;;;;;;
3250;scintiller;;;;;;;;;;;sêtij6rô;;;;;;sêtijE;sêtijE;sêtije;;;;;;;;;sêtij;sêtijâ;;;;;;;;;;;sêtij;;;;;;;;
3251;scotcher;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;skOtS;;;;;;;;;
3252;scotomiser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;skOtOmizâ;;;;;;;;;;;;;;;;;;;
3253;scribouiller;;;;;;;;;;;;;;;;;;;skribuje;;;;;;;;;;;;;;;;;;skribuj;;;;;;;;;;;
3254;scruter;;;;;skrytEr;skryta;;;;;;skryt6ra;;skrytE;;;skrytE;skrytE;skryte;;;;;;;;;skryt;skrytâ;;;;;;;;skryt;;;skryt;skryt;;;;;;;
3255;sculpter;;;skyltat;;;;;;;;;;;;;;;;skylte;;;;;;;;;;skyltâ;;;;;;;;skylt;;;skylt;skylt;;;;;;;
3256;seconder;;;;;;;;;;;;;;;;;;;s6gôde;;;;;;;;;s6gôd;;;;;;;;;s6gôd;;;;s6gôd;;;;;;;s6gôd
3257;secouer;;s6kuE;;;s6kuEr;s6kua;;s6kurE;;;;;;;;;s6kuE;s6kuE;s6kue;;;;;;;;;s6ku;s6kuâ;;;;;;;;s6ku;s6kue;s6ku;s6ku;s6ku;;;;;;;
3258;secourir;;;;;;;;;;;;;;;;;;;s6kurir;;;;;;;;s6kure;s6kur;;;;;;;;;;s6kure;;;;;;;;;;
3259;secréter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s6krEt;;;;;;;
3260;sectionner;;;;;;;;;;;;;;;;;;;;;;;;;;;;sEksjOn;sEksjOnâ;;;;;;;;;;;;sEksjOn;;;;;;;
3261;sembler;;;;;sâblEr;sâbla;;;;;;sâbl6ra;sâbljô;sâblE;sâblje;sâblE;sâblE;sâblE;sâble;;;;;;sâbla;;sâble;sâbl;sâblâ;;;;;;sâbl6rE;sâblô;sâbl;sâble;sâbl;sâbl;sâbl;;;;;;sâbl;sâbl
3262;semer;;;;;;s6ma;;;;;;sEm6ra;;;;;s6mE;s6mE;s6me;;;;;;;s6mô;;sEm;s6mâ;;;;;;;s6mô;sEm;;;sEm;sEm;;;;;;;
3263;semoncer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s6môsâ;;;;;;;;;;;;;;;;;;;
3264;sensibiliser;;;;;;;;;;;;;;;;;;;;;;;;;;;;sâsibiliz;;;;;;;;;;;;;;;;;;;;
3265;sentir;;sâti;;;sâtir;sâti;;sâtirE;sâtire;sâtira;sâtirô;sâtira;sâtjô;sâtE;sâtje;sâtE;sâtE;sâtE;sâtir;;;;;sâtis;;sâtô;sâte;sâ;sâtâ;;sâtirE;sâtirje;sâtirE;;sâtirE;sâtô;sâ;sâte;sâ;sât;sâ;;sâtjô;sât;sâtje;sât;sât;sât
3266;seoir;;;;;;;;;;;;;;;;;;sEjE;;;;;;;;;;;;;;;;;;;;;;sje;sje;;;;;;;
3267;sermonner;;;;;;;;;;;;;;;;;;;sErmOne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3268;serpenter;;;;;;;;;;;;;;;;;sErpâtE;sErpâtE;sErpâte;;;;;;;;;;sErpâtâ;;;;;;;;sErpât;;;sErpât;sErpât;;;;;;;
3269;serrer;;sErE;;;sErEr;sEra;;sEr6rE;sEr6re;;;sEr6ra;;sErE;;sErE;sErE;sErE;sEre;;;;;;;sErô;sEre;sEr;sErâ;;;;;;sEr6rE;sErô;sEr;sEre;sEr;sEr;sEr;;;sEr;;sEr;sEr;sEr
3270;sertir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sErtirE;;;;;sErtis;;;;;;;;
3271;servir;;sErvi;;;;sErvi;sErvirô;sErvirE;sErvire;sErvira;sErvirô;sErvira;;sErvE;sErvje;sErvE;sErvE;sErvE;sErvir;;;;;sErvis;sErvi;sErvô;sErve;sEr;sErvâ;;;sErvirje;sErvirE;sErvirE;sErvirE;sErvô;sEr;sErve;sEr;sErv;sEr;;;sErv;;;;sErv
3272;sevrer;;;;;;;;;;;;;;;;;;s6vrE;s6vre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3273;shooter;;;;;;;;;;;;;;SutE;;SutE;;SutE;Sute;;;;;;;;;Sut;;;;;;;;;Sut;;;;Sut;;;;;;;
3274;sidérer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sidEr;;;;;;;;;;;
3275;siffler;;;;;;sifla;;;;;;sifl6ra;;siflE;;;siflE;siflE;sifle;;;;;;;;;sifl;siflâ;;;;;sifl6rE;sifl6rE;;sifl;sifle;sifl;sifl;sifl;;;;;;;
3276;siffloter;;;;;siflOtEr;;;;;;;;;;;;;siflOtE;siflOte;;;;;;;;;siflOt;siflOtâ;;;;;;;;siflOt;;;;siflOt;;;;;;;
3277;signaler;;;;;;siJala;;siJal6rE;;;;;;;;;;siJalE;siJale;;;;;;siJala;;siJale;siJal;siJalâ;;;;;;siJal6rE;;siJal;siJale;;siJal;siJal;;;;;;;
3278;signer;siJam;siJE;;;;siJa;;siJ6rE;siJ6re;;;siJ6ra;;;siJe;siJE;;siJE;siJe;;;;;;;siJô;siJe;siJ;siJâ;;siJ6rE;siJ6rje;;;siJ6rE;siJô;siJ;siJe;siJ;siJ;siJ;;;;;siJ;;siJ
3279;signifier;;;;;;siJifja;;;;;;siJifira;;siJifjE;;;siJifjE;siJifjE;siJifje;;;;;;;;;siJifi;siJifjâ;;;;;;siJifirE;;siJifi;;;siJifi;siJifi;;;;;;;
3280;sillonner;;;;;;sijOna;;;;;;;;;;;sijOnE;sijOnE;sijOne;;;;;;;;;;;;;;;;;;;;;sijOn;sijOn;;;;;;;
3281;simplifier;;;;;;;;;;;;;;;;;sêplifjE;sêplifjE;sêplifje;;;;;;;sêplifjô;;sêplifi;;;;;;;sêplifirE;;sêplifi;;;;sêplifi;;;;;;;
3282;simuler;;;;;;simyla;;;;;;;;simylE;;;simylE;;simyle;;;;;;;;;simyl;simylâ;;;;;;;;simyl;simyle;;simyl;simyl;;;;;;;
3283;singer;;;;;;sêZa;;;;;;;;;;;sêZE;;sêZe;;;;;;;;;;sêZâ;;;;;;;;;;;;;;;;;;;
3284;singulariser;;;;;;;;;;;;;;;;;;sêgylarizE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3285;sinuer;;;;;;;;;;;;;;;;;;sinyE;;;;;;;;;;;sinyâ;;;;;;;;;;;;;;;;;;;
3286;siroter;;;;;;;;;;;;;;;;;;sirOtE;sirOte;;;;;;;;;;sirOtâ;;;;;;;;sirOt;;;;sirOt;;;;;;;
3287;situer;;;;;;sitya;;;;;;sityra;sityjô;;;;sityE;sityE;sitye;;sityas;;;;;;;sity;;;sityrE;;;;sityrE;;sity;;;sity;sity;;;;;;;
3288;siéger;;;;;;;;;;;;sjEZ6ra;;;;;;sjEZE;sjEZe;;;;;;;sjEZô;;sjEZ;;;;;;;;;sjEZ;sjEZe;;sjEZ;sjEZ;;;;;;;
3289;skier;;;;;;;;;;;;;;;;;;;skje;;;;;;;;skje;;;;;;;;skirE;;ski;;;;;;;;;;;
3290;slalomer;;;;;;;;;;;;;;;;;;;slalOme;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3291;smasher;;;;;;;;;;;;;;;;;;;smaSe;;;;;;;;;smaS;;;;;;;;;;;;;;;;;;;;
3292;sniffer;;;;;;;;;;;;;;;;;;;snife;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3293;snober;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;snOb;;;;;;;
3294;soigner;;;;;;;;swaJ6rE;;;;swaJ6ra;;swaJE;;swaJE;;swaJE;swaJe;;;;;;;;swaJe;swaJ;swaJâ;;swaJ6rE;;;;;;swaJ;swaJe;swaJ;swaJ;swaJ;;;;;;;
3295;solder;;;;;;;;;;;;;;;;;;sOldE;sOlde;;;;;;;;;;;;;;;;;;sOld;;;;;;;;;;;
3296;solidifier;;;;;;sOlidifja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3297;soliloquer;;;;;;;;;;;;;;;;;;sOlilOkE;sOlilOke;;;;;;;;;sOlilOk;;;;;;;;;sOlilOk;;;;;;;;;;;
3298;solliciter;;;;;;sOlisita;;;;;;;;sOlisitE;;;sOlisitE;sOlisitE;sOlisite;;;;;;sOlisita;;sOlisite;sOlisit;sOlisitâ;;;;;;;;sOlisit;;;sOlisit;sOlisit;;;;;;sOlisit;
3299;somatiser;;;;;;;;;;;;;;;;;;;sOmatize;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3300;sombrer;;;;;;sôbra;;;;;;sôbr6ra;;sôbrE;;sôbrE;sôbrE;sôbrE;sôbre;;;;;;;sôbrô;;sôbr;;;;;;;;sôbrô;sôbr;;;sôbr;;;;;;;;
3301;sommeiller;;;;;;sOmEja;;;;;;;;;;;sOmEjE;sOmEjE;sOmEje;;;;;;;;;sOmEj;;;;;;;;;sOmEj;;;;sOmEj;;;;;;;
3302;sommer;;sOmE;;;;;;;;;;;;;;;;;sOme;;;;;;;;;sOm;;;;;;;;;sOm;;sOm;;sOm;;;;;sOm;;
3303;somnoler;;;;;;;;;;;;;;sOmnOlE;;;;sOmnOlE;sOmnOle;;;;;;;;;;sOmnOlâ;;;;;;;;sOmnOl;;;sOmnOl;sOmnOl;;;;;;;
3304;sonder;;;;;;sôda;;;;;;;;;;;;sôdE;sôde;;;;;;;;;;sôdâ;;;;;;;;sôd;;;;sôd;;;;;;;
3305;songer;;sôZE;;;;sôZa;;;;;;;;sôZE;sôZje;sôZE;sôZE;sôZE;sôZe;;;;;;;sôZô;sôZe;sôZ;sôZâ;;;;sôZ6rE;;sôZ6rE;;sôZ;sôZe;sôZ;sôZ;sôZ;;;;;sôZ;;sôZ
3306;sonnailler;;;;;;;;;;;;;;;;;;;sOnaje;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3307;sonner;;sOnE;;;sOnEr;sOna;;sOn6rE;;;sOn6rô;sOn6ra;;sOnE;;sOnE;sOnE;sOnE;sOne;;;;;;;sOnô;sOne;sOn;sOnâ;;sOn6rE;;sOn6rE;;sOn6rE;sOnô;sOn;sOne;;sOn;sOn;;;;;;sOn;
3308;sonoriser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sOnOriz;;;;;;;
3309;sortir;sOrtim;sOrti;;sOrti;sOrtir;sOrti;sOrtirô;sOrtirE;sOrtire;sOrtira;sOrtirô;sOrtira;sOrtjô;sOrtE;sOrtje;sOrtE;sOrtE;sOrtE;sOrtir;;;;;;;sOrtô;sOrte;sOr;sOrtâ;;sOrtirE;sOrtirje;;sOrtirE;sOrtirE;sOrtô;sOr;sOrte;sOr;sOrt;sOr;;;sOrt;;sOrt;;sOrt
3310;soucier;;;;;;susja;;;;;;susira;;susjE;;susjE;susjE;susjE;susje;;;;;;;;susje;susi;;;;;;;susirE;;susi;susje;susi;susi;susi;;;;;;;
3311;souder;;;;;sudEr;;;;;;;;;;;;;;sude;;;;;;;;;sud;sudâ;;;;;;;;;;;sud;sud;;;;;;;
3312;soudoyer;;;;;;;;;;;;;;;;;;;sudwaje;;;;;;;;;;sudwajâ;;;;;;;;;;;;;;;;;;;
3313;souffler;;suflE;;;;sufla;;;;;;sufl6ra;;;;suflE;suflE;suflE;sufle;;;;;;;;sufle;sufl;suflâ;;;;;;sufl6rE;suflô;sufl;sufle;sufl;sufl;sufl;;;;;;;
