;lexeme;ai1P;ai1S;ai2P;ai2S;ai3P;ai3S;fi1P;fi1S;fi2P;fi2S;fi3P;fi3S;ii1P;ii1S;ii2P;ii2S;ii3P;ii3S;inf;is1P;is1S;is2S;is3P;is3S;pI1P;pI2P;pI2S;pP;pc1P;pc1S;pc2P;pc2S;pc3P;pc3S;pi1P;pi1S;pi2P;pi2S;pi3P;pi3S;ppFP;ppFS;ppMP;ppMS;ps1P;ps1S;ps2P;ps2S;ps3P;ps3S
3539;tenter;;tâtE;;;tâtEr;tâta;;tât6rE;;;;tât6ra;tâtjô;tâtE;tâtje;tâtE;tâtE;tâtE;tâte;;;;;tâta;;tâte;tât;tâtâ;;;;tât6rE;;;;tât;tâte;;tât;tât;;tâte;tâte;tâte;;;;;;tât
3540;tergiverser;;;;;;;;;;;;;;;;;;;tErZivErse;;;;;;;;;;;;;;;;;;tErZivErse;;;;;;;;;;;;;
3541;terminer;;tErminE;;;;tErmina;;;;;;tErmin6ra;;;;;tErminE;tErminE;tErmine;;;;;;tErminô;tErmine;tErmin;tErminâ;;;;;;tErmin6rE;;tErmin;tErmine;;tErmin;tErmin;tErmine;tErmine;tErmine;tErmine;;;;;;
3542;ternir;;;;;;tErni;;;;;;;;;;;;tErnisE;;;;;;;;;;;;;;;;;;;;;;tErni;;tErni;;tErni;;;;;;
3543;terrasser;;;;;;tErasa;;;;;;;;;;;;;;;;;;;;;tEras;;;;;;;;;tEras;;;;tEras;;;;tErase;;;;;;
3544;terrer;;;;;;tEra;;;;;;;;;;;tErE;tErE;tEre;;;;;;;;;;;;;;;;;tEr;;;tEr;tEr;;tEre;tEre;tEre;;;;;;tEr
3545;terrifier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tErifi;;;tErifi;tErifi;tErifje;tErifje;tErifje;tErifje;;;;;;
3546;terroriser;;;;;;;;;;;;;;;;;;tErOrizE;tErOrize;;;;;;;;tErOriz;tErOrizâ;;;;;;;;tErOriz;;tErOriz;;tErOriz;;;;tErOrize;;;;;;
3547;tester;;;;;;;;;;;;;;;;;;tEstE;tEste;;;;;;;tEste;tEst;;;;;;;;tEstô;;tEste;;;tEst;;;;;;;;;;
3548;théoriser;;;;;;;;;;;;;;;;;;;tEOrize;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3549;timbrer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;têbre;;têbre;;;;;;
3550;tinter;;;;;têtEr;;;;;;;;;;;;;têtE;tête;;;;;;;;;;;;;;;;;;;;;têt;;;;;;;;;;
3551;tiquer;;;;;;tika;;;;;;;;;;;;;;;;;;;;;tik;;;;;;;;;;;;tik;tik;;;;;;;;;;
3552;tirailler;;;;;;;;;;;;;;;;;;tirajE;;;;;;;;;;;;;;;;;;;;;;;;tiraje;;tiraje;;;;;;
3553;tirer;;tirE;;;tirEr;tira;tir6rô;tir6rE;tir6re;tir6ra;tir6rô;tir6ra;tirjô;tirE;;tirE;tirE;tirE;tire;;;;;;tirô;tire;tir;tirâ;tir6rjô;tir6rE;;tir6rE;tir6rE;tir6rE;tirô;tir;tire;tir;tir;tir;tire;tire;tire;tire;tirjô;tir;;tir;tir;tir
3554;tiser;;;;;;;;;;;;;;;;;;;tize;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3555;tisser;;;;;tisEr;;;;;;;;;;;;tisE;tisE;tise;;;;;;;;tis;;;;;;;;;tis;;;;tis;;;tise;;;;;;;
3556;titiller;;;;;;;;;;;;;;;;;;titijE;;;;;;;;;titij;;;;;;;;;titij;;;;;;;;;;;;;;
3557;titrer;;;;;;;;;;;;;;;;;;;titre;;;;;;;;;;;;;;;;;;;;;titr;;;;;;;;;;
3558;tituber;;;;;;;;;;;;;;;;;titybE;titybE;titybe;;;;;;;;tityb;titybâ;;;;;;;;tityb;;;;tityb;;;;;;;;;;
3559;titulariser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;titylarize;;;;;;;;
3560;tiédir;;;;;;tjEdi;;;;;;;;;;;;;tjEdir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3561;toiser;;;;;;twaza;;;;;;;;;;;;;twaze;;;;;;;;;twazâ;;;;;;;;;;;;;;;;;;;;;;
3562;tolérer;;;;;;;;tOlEr6rE;;;tOlEr6rô;tOlEr6ra;;;;;;tOlErE;tOlEre;;;;;;;;tOlEr;tOlErâ;;;;;;;;tOlEr;;;;tOlEr;tOlEre;tOlEre;;tOlEre;;;;;;
3563;tomber;tôbam;tôbE;;;tôbEr;tôba;;tôb6rE;tôb6re;tôb6ra;tôb6rô;tôb6ra;;tôbE;;tôbE;tôbE;tôbE;tôbe;;;;;;tôbô;tôbe;tôb;tôbâ;tôb6rjô;;tôb6rje;tôb6rE;;tôb6rE;;tôb;tôbe;tôb;tôb;tôb;tôbe;tôbe;tôbe;tôbe;;;;;;tôb
3564;tondre;;;;;;tôdi;;;;;;;;;;;;;tôdr;;;;;;;;;;;;;;;;;;;;tôd;tô;tôdy;tôdy;;tôdy;;;;;;
3565;tonitruer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tOnitry;;;;;;;;;;;
3566;tonner;;;;;;;;;;;;;;;;;tOnE;tOnE;tOne;;;;;;;;;;;;;;;;;;;;tOn;;;;;;;;;;;
3567;toper;;;;;;;;;;;;;;;;;;;;;;;;;;;tOp;;;;;;;;;tOp;;;;tOp;;;;;;;;;;
3568;toquer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tOke;;;;;;
3569;torcher;;;;;;;;;;;;;;;;tOrSE;;tOrSE;tOrSe;;;;;;;;tOrS;;;;;;;;;tOrS;;tOrS;;tOrS;;;;tOrSe;;;;;;
3570;torchonner;;;;;;;;;;;;;;;;;;tOrSOnE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3571;tordre;;;;;tOrdir;tOrdi;;;;;;;;;;tOrdE;tOrdE;tOrdE;tOrdr;;;;;;;;tOr;tOrdâ;;tOrdrE;;;;;;tOr;tOrde;tOr;tOrd;tOr;;tOrdy;tOrdy;tOrdy;;tOrd;;;;
3572;torpiller;;;;;;;;;;;;;;;;;;tOrpijE;;;;;;;;;;;;;;;;;;tOrpij;;;;;;;;;;;;tOrpij;;
3573;torsader;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tOrsade;;;;;;;
3574;tortiller;;;;;;;;;;;;;;;;;;tOrtijE;tOrtije;;;;;;;;tOrtij;tOrtijâ;;;;;;;;tOrtij;tOrtije;;tOrtij;tOrtij;;;;;;;;;;
3575;torturer;;;;;;;;;;;;;;;;;tOrtyrE;tOrtyrE;tOrtyre;;;;;;;;tOrtyr;;;;;;;;tOrtyrô;tOrtyr;tOrtyre;;tOrtyr;tOrtyr;;tOrtyre;tOrtyre;tOrtyre;;;;;;
3576;toucher;;tuSE;;;;tuSa;;tuS6rE;tuS6re;;tuS6rô;tuS6ra;;tuSE;;tuSE;tuSE;tuSE;tuSe;;;;;;tuSô;tuSe;tuS;tuSâ;;tuS6rE;;tuS6rE;;;;tuS;tuSe;tuS;tuS;tuS;;tuSe;tuSe;tuSe;;tuS;;;tuS;tuS
3577;touiller;;;;;;;;;;;;;;;;;;;tuje;;;;;;;;tuj;;;;;;;;;;;;;tuj;;;;tuje;;;;;;
3578;tourbillonner;;;;;;;;;;;;;;;;;;turbijOnE;;;;;;;;;turbijOn;;;;;;;;;;;;turbijOn;turbijOn;;;;;;;;;;
3579;tourmenter;;;;;;;;;;;;;;;;;turmâtE;turmâtE;turmâte;;;;;turmâta;;turmâte;turmât;;;;;;;;;turmât;turmâte;;turmât;turmât;;turmâte;;turmâte;;;;;;
3580;tournebouler;;;;;;;;;;;;;;;;;;;;;;;;;;;;turn6bulâ;;;;;;;;;;;;;;turn6bule;;turn6bule;;;;;;
3581;tourner;;turnE;;;turnEr;turna;;turn6rE;;;;turn6ra;;turnE;;turnE;turnE;turnE;turne;;;;;;turnô;turne;turn;turnâ;;turn6rE;;;;;turnô;turn;turne;turn;turn;turn;turne;turne;turne;turne;;;;;turn;turn
3582;tourniquer;;;;;;;;;;;;;;;;;;;;;;;;;;;;turnikâ;;;;;;;;;;;;;;;;;;;;;;
3583;tournoyer;;;;;;;;;;;;;;;;;turnwajE;turnwajE;turnwaje;;;;;;;;;turnwajâ;;;;;;;;;;;turnwa;turnwa;;;;;;;;;;
3584;tousser;;;;;;tusa;;;;;;;;;;;tusE;tusE;tuse;;;;;;;;tus;tusâ;;;;;;;;tus;tuse;;tus;tus;;;;;;;;;;
3585;toussoter;;;;;;tusOta;;;;;;;;;;;;;;;;;;;;;;tusOtâ;;;;;;;;tusOt;;;;tusOt;;;;;;;;;;
3586;tracasser;;;;;;;;;;;;;;;;;;;trakase;;;;;;;trakase;trakas;trakasâ;;;;;;;;trakas;trakase;;;trakas;;trakase;;;;;;;;
3587;tracer;;;;;;trasa;;;;;;;trasjô;;;;;trasE;trase;;;;;;;;tras;trasâ;;;;;;;;tras;trase;;;tras;trase;trase;trase;trase;;;;;;
3588;traduire;;;;;;tradHizi;;;;;;;;tradHizE;;;tradHizE;tradHizE;tradHir;;;;;;;tradHize;tradHi;tradHizâ;;;;;tradHirE;tradHirE;;tradHi;tradHize;tradHi;;tradHi;;tradHit;;tradHi;;tradHiz;;;;
3589;trafiquer;;;;;;;;;;;;;;;;;;;trafike;;;;;;;;trafik;;;;;;;;;;;;;trafik;trafike;trafike;trafike;trafike;;;;;;
3590;trahir;;;;;;trai;;trairE;;;;traira;;;;traisE;traisE;traisE;trair;;;;;;;traise;trai;traisâ;;;;trairE;;;;trai;;trai;trais;trai;;trai;trai;trai;;;;;;trais
3591;traire;;;;;;;;;;;;;;;;;;trEjE;trEr;;;;;;;;;;;;;;;;;;;;;trE;;;;trE;;trE;;;;
3592;traiter;;trEtE;;;;trEta;;;;;trEt6rô;trEt6ra;;trEtE;;;trEtE;trEtE;trEte;;;;;;trEtô;trEte;trEt;trEtâ;;;;;;trEt6rE;trEtô;trEt;trEte;trEt;trEt;trEt;trEte;trEte;trEte;trEte;;trEt;;trEt;trEt;trEt
3593;tramer;;;;;;;;;;;;;;;;;;tramE;;;;;;;;;;;;;;;;;;tram;;;;tram;;;;trame;;;;;;
3594;trancher;;;;;;trâSa;;;;;;;;;;;trâSE;trâSE;trâSe;;;;;;;;trâS;trâSâ;;trâS6rE;;;;;;trâS;;;;trâS;trâSe;trâSe;trâSe;trâSe;;;;;;
3595;tranquilliser;;;;;;;;;;;;;;;;;;;;;;;;;;;trâkiliz;;;;;;;;;;;;;;;;;;;;;;;
3596;transbahuter;;;;;;;;;;;;;;;;;;;trâsbayte;;;;;;;;;trâsbaytâ;;;;;;;;;;;;;;;;;;;;;;
3597;transcender;;;;;;;;;;;;;;;;;;;;;;;;;;;trâsâd;;;;;;;;;;;;trâsâd;;;;;trâsâde;;;;;;
3598;transcrire;;;;;;;;;;;;;;;;;;trâskrivE;trâskrir;;;;;;;;;trâskrivâ;;;;;;;;;;;;;;;trâskri;;;;;;;
3599;transfigurer;;;;;;;;;;;;;;;;;;trâsfigyrE;trâsfigyre;;;;;;;;trâsfigyr;trâsfigyrâ;;;;;;;;;;;trâsfigyr;;;trâsfigyre;;trâsfigyre;;;;;;
3600;transformer;;;;;trâsfOrmEr;trâsfOrma;;;;;trâsfOrm6rô;trâsfOrm6ra;;;;trâsfOrmE;trâsfOrmE;trâsfOrmE;trâsfOrme;;;;;;;;trâsfOrm;trâsfOrmâ;;;;;;;;trâsfOrm;trâsfOrme;trâsfOrm;trâsfOrm;trâsfOrm;trâsfOrme;trâsfOrme;trâsfOrme;trâsfOrme;;;;;;trâsfOrm
3601;transfuser;;;;;;;;;;;;;;;;;;;trâsfyze;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3602;transférer;;;;;;;;;;;;;;;;;;;trâsfEre;;;;;;;;trâsfEr;;;;;;;;;trâsfEr;;;;;;trâsfEre;trâsfEre;trâsfEre;;;;;;
3603;transgresser;;;;;;;;;;;;;;;;;;;trâsgrEse;;;;;;;;;;;;;;;;;trâsgrEs;;;;;;;;;;;;;;
3604;transiger;;;;;;;;;;;;;;;;;;;trâziZe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3605;transir;;;;;;trâzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;trâzi;;;trâzi;trâzi;;;;;;
3606;transiter;;;;;;;;;;;;;;;;;;;;;;;;;;;trâzit;;;;;;;;;;;;;;;;;;;;;;;
3607;transmettre;;;;;;;;trâsmEtrE;;;;;;;;;trâsmEtE;trâsmEtE;trâsmEtr;;;;;;;trâsmEte;trâsmE;;;;;;;trâsmEtrE;;trâsmE;trâsmEte;trâsmE;trâsmEt;trâsmE;trâsmiz;trâsmiz;;;;;;;;trâsmEt
3608;transparaître;;;;;;;;;;;;;;;;;;trâsparEsE;trâsparEtr;;;;;;;;;;;;;;;;;;;;trâsparEs;trâsparE;;;;;;;;;;
3609;transpercer;;;;;;trâspErsa;;;;;;;;;;;trâspErsE;trâspErsE;trâspErse;;;;;;;;trâspErs;;;;;;;;;trâspErs;;;;trâspErs;;trâspErse;trâspErse;trâspErse;;;;;;
3610;transpirer;;;;;;;;;;;;;;;;;trâspirE;trâspirE;trâspire;;;;;;;trâspire;trâspir;;;;;;;;;trâspir;;;;trâspir;;;;trâspire;;;;;;
3611;transplanter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;trâsplâte;trâsplâte;;;;;;;
3612;transporter;;trâspOrtE;;;;;;;;;;trâspOrt6ra;;trâspOrtE;;;;trâspOrtE;trâspOrte;;;;;;trâspOrtô;trâspOrte;trâspOrt;trâspOrtâ;;;;;;;;trâspOrt;trâspOrte;;trâspOrt;trâspOrt;trâspOrte;trâspOrte;;trâspOrte;;;;;trâspOrt;trâspOrt
3613;transposer;;;;;;;;;;;;;;;;;;;;;;;;;;;trâspoz;;;;;;;;;;;;;trâspoz;;trâspOze;trâspOze;trâspOze;;;;;;
3614;transvaser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;trâsvaz;;;;;;;;;;
3615;traquer;;;;;;;;;;;;;;;;;trakE;trakE;trake;;;;;;;;trak;;;;;;;;;trak;;;trak;trak;;trake;trake;trake;;;;;;trak
3616;traumatiser;;;;;;;;;;;;;;;;;;;trOmatize;;;;;;;;;;;;;;;;;;;;;;;trOmatize;;trOmatize;;;;;;
3617;travailler;;;;;;travaja;travaj6rô;travaj6rE;;travaj6ra;;travaj6ra;travajô;travajE;travaje;travajE;travajE;travajE;travaje;;;;;;travajô;travaje;travaj;travajâ;;travaj6rE;travaj6rje;travaj6rE;;travaj6rE;travajô;travaj;travaje;travaj;travaj;travaj;;travaje;travaje;travaje;;;;;;travaj
3618;traverser;travErsam;travErsE;;;travErsEr;travErsa;;travErs6rE;;travErs6ra;travErs6rô;;travErsjô;travErsE;;travErsE;travErsE;travErsE;travErse;;;;;;travErsô;travErse;travErs;travErsâ;;;;travErs6rE;;;travErsô;travErs;travErse;travErs;travErs;travErs;travErse;travErse;;travErse;;;;;;
3619;travestir;;;;;;;;;;;;;;;;;;;travEstir;;;;;;;;;;;;;;;;;travEsti;;;;;;;;;;;;;;
3620;traînailler;;;;;;;;;;;;;;;;;;;trEnaje;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3621;traîner;;;;;trEnEr;trEna;;trEn6rE;;;trEn6rô;trEn6ra;trEnjô;trEnE;;trEnE;trEnE;trEnE;trEne;;;;;;trEnô;trEne;trEn;trEnâ;;;;;;;;trEn;trEne;trEn;trEn;trEn;trEne;trEne;;trEne;;;;;;trEn
3622;trembler;;;;;;trâbla;;trâbl6rE;;;;;;trâblE;;trâblE;trâblE;trâblE;trâble;;;;;;;trâble;trâbl;trâblâ;;;;;;;;trâbl;trâble;trâbl;trâbl;trâbl;;;;;;;;;;
3623;tremper;;trâpE;;;trâpEr;trâpa;;;;;;;;;;;trâpE;trâpE;trâpe;;;;;;;;trâp;trâpâ;;;;;trâp6rE;;;trâp;;;;trâp;trâpe;trâpe;trâpe;trâpe;;;;;;
3624;tressaillir;;;;;;trEsaji;;;;;;;;;;;;;trEsajir;;;;;;;;trEsaj;;;;;;;;;trEsaj;;;;trEsaj;;;;;;;;;;
3625;tressauter;;;;;;trEsOta;;;;;;;;;;;trEsOtE;trEsOtE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3626;tresser;;;;;trEsEr;;;;;;;;;;;;;trEsE;;;;;;;trEsô;;;;;;;;;;;;;;;;;trEse;;trEse;;;;;;
3627;trianguler;;;;;;;;;;;;;;;;;;;triâgyle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3628;tricher;;;;;;;;;;;;;;triSE;;triSE;triSE;triSE;triSe;;;;;;;triSe;triS;triSâ;;;;;;;triSô;triS;triSe;;;triS;;;;;;;;;;
3629;tricoter;;;;;;trikOta;;;;;;;;;;trikOtE;trikOtE;trikOtE;trikOte;;;;;;;;trikOt;trikOtâ;;;;;;;;trikOt;;;;trikOt;;;;trikOte;;;;;;
3630;trier;;;;;;;;;;;;;;;;triE;;;trie;;;;;;;;tri;triâ;;;;;;;;tri;;;;tri;;;trie;;;;;;;
3631;trifouiller;;;;;;;;;;;;;;;;;trifujE;;trifuje;;;;;;;;trifuj;;;;;;;;;;;;;trifuj;;;;trifuje;;;;;;
3632;trimbaler;;;;;;;;;;;;;;;;;;trêbalE;trêbale;;;;;;;;;trêbalâ;;;;;;;;trêbal;;trêbal;trêbal;trêbal;;;trêbale;;;;;;;trêbal
3633;trimballer;;;;;;;;;;;;trêbal6ra;;trêbalE;;trêbalE;;;trêbale;;;;;;;;;;;;;;;;;trêbal;;trêbal;trêbal;;;;trêbale;trêbale;;;;;;
3634;trimer;;;;;;;;;;;;;;;;;;;trime;;;;;;;;;;;;;;;;;trim;;;;trim;;;;;;;;;;
3635;trinquer;;;;;trêkEr;;;;;;;trêk6ra;;;;;;trêkE;trêke;;;;;;trêkô;trêke;trêk;;;;;;;;trêkô;trêk;;;trêk;trêk;;;;;;;;;;
3636;triompher;;triôfE;;;;triôfa;;;;;;;;;;;triôfE;triôfE;triôfe;;;;;;;;triôf;triôfâ;;;;;;;;triôf;;;triôf;triôf;;;;;;;;;;
3637;tripler;;triplE;;;triplEr;;;;;;;;;;;;;;triple;;;;;;;;;triplâ;;;;;;;;tripl;;;;;;;;;;;;;;
3638;tripoter;;;;;;tripOta;;;;;;;;;;;tripOtE;tripOtE;tripOte;;;;;;;;tripOt;tripOtâ;;;;;;;;tripOt;;;;tripOt;tripOte;;;tripOte;;;;;tripOt;
3639;triquer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;trik;;;;;;;;;;
3640;trisser;;;;;;;;;;;;;;;;;;trisE;;;;;;;;;;;;;;;;;;;;;;tris;;;;;;;;;;
3641;triturer;;;;;;;;;;;;;;trityrE;;;;trityrE;trityre;;;;;;trityrô;;;;;;;;;;;;;;;;trityre;trityre;;;;;;;;
3642;tromper;;;;;;;;trôp6rE;trôp6re;;;;;trôpE;;trôpE;trôpE;trôpE;trôpe;;;;;;trôpô;trôpe;trôp;;;;;;;trôp6rE;;trôp;trôpe;trôp;trôp;trôp;;trôpe;trôpe;trôpe;;trôp;;trôp;;
3643;tronquer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;trôke;;;;;;
3644;troquer;;;;;;trOka;;;;;;;;;;;trOkE;;trOke;;;;;;;trOke;;;;;;;;;;;;;;;;;;;;;;;;
3645;trotter;;;;;;;;;;;;;;;;;;trOtE;trOte;;;;;;;;trOt;;;;;;;;;trOt;;;trOt;trOt;;;;trOte;;;;;;
3646;trottiner;;;;;;;;;;;;;;;;;;trOtinE;trOtine;;;;;;;;trOtin;trOtinâ;;;;;;;;trOtin;;;;trOtin;;;;;;;;;;
3647;troubler;;;;;trublEr;trubla;;;;;;;;;;;trublE;trublE;truble;;;;;;;truble;trubl;;;;;;;trubl6rE;;trubl;truble;;trubl;trubl;;truble;truble;truble;;;;;;trubl
3648;trouer;;;;;;;;;;;;;;;;;;;true;;;;;;;;tru;;;;;;;;;tru;;;tru;tru;true;;true;true;;;;;;
3649;trousser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;trus;;truse;;;;;;;;
3650;trouver;truvam;truvE;;;truvEr;truva;truv6rô;truv6rE;truv6re;truv6ra;truv6rô;truv6ra;truvjô;truvE;truvje;truvE;truvE;truvE;truve;;;;truvas;truva;truvô;truve;truv;truvâ;;truv6rE;truv6rje;truv6rE;truv6rE;truv6rE;truvô;truv;truve;truv;truv;truv;truve;truve;truve;truve;truvjô;truv;;truv;truv;truv
3651;truander;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tryâd;;;;;;;;;;
3652;trucider;;;;;;trysida;;;;;;;;;;;;;tryside;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3653;truquer;;;;;;;;;;;;;;;;;;;tryke;;;;;;;;;;;;;;;;;tryk;;;;;tryke;;tryke;tryke;;;;;;
3654;trébucher;;;;;;trEbySa;;;;;;;;;;;;trEbySE;trEbySe;;;;;;trEbySô;;trEbyS;trEbySâ;;;;;;;;trEbyS;;trEbyS;trEbyS;trEbyS;;;;trEbySe;;;;;;
3655;trémousser;;;;;;;;;;;;;;;;;;trEmusE;;;;;;trEmusa;;;;trEmusâ;;;;;;;;trEmus;;;;trEmus;;;;;;;;;;
3656;trémuler;;;;;;;;;;;;;;;;;;;trEmyle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3657;trépaner;;;;;;;;;;;;;;;;;;;trEpane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3658;trépasser;;;;;;;;;;;;;;;;;;;trEpase;;;;;;;;;trEpasâ;;;;;;;;;;;trEpas;;;;;trEpase;;;;;;
3659;trépider;;;;;;;;;;;;;;;;;;;trEpide;;;;;;;;;;;;;;;;;;;;;trEpid;;;;;;;;;;
3660;trépigner;;;;;;trEpiJa;;;;;;;;trEpiJE;;;;trEpiJE;trEpiJe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3661;trôner;;;;;;;;;;;;;;;;;;trOnE;;;;;;;;;;;;;;;;;;tron;;;tron;tron;;;;;;;;;;
3662;tuber;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tybe;;;;;;
3663;tuer;;;;;tyEr;tya;tyrô;tyrE;;tyra;tyrô;tyra;;tyE;tyje;tyE;tyE;tyE;tye;;;;;;tyô;tye;ty;tyâ;tyrjô;tyrE;;tyrE;;tyrE;;ty;tye;ty;ty;ty;tye;tye;tye;tye;;ty;tyje;ty;;ty
3664;tuméfier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tymEfje;;;;;;;
3665;turbiner;;;;;;;;;;;;;;;;;;;tyrbine;;;;;;;;;;;;;;;;;;;;;;;;;tyrbine;;;;;;
3666;turlupiner;;;;;;;;;;;;;;;;;;tyrlypinE;;;;;;;;;tyrlypin;;;;;;;;;;;;;;;;;;;;;;;
3667;tutoyer;;;;;;;;;;;;;;;;;tytwajE;tytwajE;tytwaje;;;;;;;;tytwa;;;;;;;;;tytwa;;tytwa;;tytwa;;;;;;;;;;
3668;tuyauter;;;;;;;;;;;;;;;;;;;tHijOte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3669;tâcher;;taSE;;;;taSa;;taS6rE;;;;taS6ra;taSjô;;;;;taSE;taSe;;;;;;taSô;taSe;taS;taSâ;;;;;;taS6rE;taSô;taS;taSe;;taS;taS;;;;;;;;;;
3670;tâter;;;;;;tata;;;;;;;;tatE;;;;tatE;tate;;;;;;;tate;tat;tatâ;;;;;;;;tat;;;tat;tat;;;;;;;;;;
3671;tâtonner;;;;;;tatOna;;;;;;tatOn6ra;tatOnjô;;;;;tatOnE;tatOne;;;;;;;;tatOn;tatOnâ;;;;;;;;tatOn;;;;tatOn;;;;;;;;;;
3672;télescoper;;;;;;;;;;;;;;;;;;;tElEskOpe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3673;télécommander;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tElEkOmâd;;;;;;;;;;;;;;
3674;télégraphier;;tElEgrafjE;;;;;;tElEgrafirE;;;;;;;;;;;tElEgrafje;;;;;;;;tElEgrafi;;;;;;;;;;;;;tElEgrafi;;;;;;;;;;
3675;téléguider;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tElEgide;;tElEgide;;;;;;
3676;téléphoner;;;;;;tElEfOna;;tElEfOn6rE;;;;tElEfOn6ra;;tElEfOnE;;tElEfOnE;;tElEfOnE;tElEfOne;;;;;;tElEfOnô;tElEfOne;tElEfOn;tElEfOnâ;;;tElEfOn6rje;tElEfOn6rE;;tElEfOn6rE;;tElEfOn;tElEfOne;tElEfOn;tElEfOn;tElEfOn;;;;tElEfOne;;;;tElEfOn;;
3677;téléviser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tElEviz;;tElEvize;;;;;;;;
3678;témoigner;;;;;;;;tEmwaJ6rE;;;;tEmwaJ6ra;;;;;tEmwaJE;tEmwaJE;tEmwaJe;;;;;;;tEmwaJe;tEmwaJ;;;;;;;;;tEmwaJ;tEmwaJe;;tEmwaJ;tEmwaJ;;;;tEmwaJe;;;;;;
3679;téter;;;;;;tEta;;;;;;;;;;;;;tEte;;;;;;;;tEt;tEtâ;;;;;;;;;;;;tEt;;;;;;;;;;
3680;unifier;;;;;;;;;;;;;;;;;;;ynifje;;;;;;;;;;;;;;;;;;;;;;;ynifje;;;;;;;;
3681;uniformiser;;;;;;;;;;;;;;;;;;;ynifOrmize;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3682;unir;;;;;;yni;;ynirE;;;;ynira;;;;;ynisE;ynisE;ynir;;;;;;;ynise;yni;;;;;;;ynirE;ynisô;yni;ynise;;ynis;yni;yni;yni;yni;;;ynis;;;;ynis
3683;urger;;;;;;;;;;;;;;;;;;yrZE;;;;;;;;;;;;;;;;;;;;;;yrZ;;;;;;;;;;yrZ
3684;uriner;;;;;;;;;;;;;;;;;;yrinE;yrine;;;;;;;;;;;;;;;;;;;;;yrin;;;;;;;;;;
3685;user;;yzE;;;;;;;;;;;;yzE;;;;yzE;yze;;;;;;yzô;;yz;yzâ;;;;;;;;yz;yze;;yz;yz;yze;yze;yze;yze;;;;;;
3686;usurper;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yzyrpe;;yzyrpe;yzyrpe;;;;;;
3687;utiliser;;;;;;;ytiliz6rô;;;;ytiliz6rô;ytiliz6ra;;ytilizE;ytilizje;;ytilizE;ytilizE;ytilize;;;;;;ytilizô;ytilize;ytiliz;ytilizâ;ytiliz6rjô;ytiliz6rE;ytiliz6rje;ytiliz6rE;;ytiliz6rE;ytilizô;ytiliz;ytilize;ytiliz;ytiliz;ytiliz;ytilize;ytilize;ytilize;ytilize;;;;ytiliz;;ytiliz
3688;vacciner;;;;;;;;;;;;;;;;;;;vaksine;;;;;;;;vaksin;;;;;;;;;;;;;;;;;;;;;;;
3689;vaciller;;;;;;vasija;;;;;;;;;;;vasijE;vasijE;vasije;;;;;;;;vasij;;;;;;;;;vasij;;;vasij;vasij;;;;;;;;;;
3690;vadrouiller;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;vadruj;;;;;;;;;;;;;;
