;lexeme;ai1P;ai1S;ai2P;ai2S;ai3P;ai3S;fi1P;fi1S;fi2P;fi2S;fi3P;fi3S;ii1P;ii1S;ii2P;ii2S;ii3P;ii3S;inf;is1P;is1S;is2S;is3P;is3S;pI1P;pI2P;pI2S;pP;pc1P;pc1S;pc2P;pc2S;pc3P;pc3S;pi1P;pi1S;pi2P;pi2S;pi3P;pi3S;ppFS;ps1P;ps1S;ps2P;ps2S;ps3P;ps3S
3278;sevrer;;;;;;;;;;;;;;;;;;;s6vre;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3279;shooter;;;;;;;;Sut6rè;;;;;;;;;;Sutè;Sute;;;;;;;;Sut;Sutâ;;;;;;;;Sut;;Sut;;Sut;;;;;;;
3280;sidérer;;;;;;;;;;;;;;;;;;;;;;;;;;;sidEr;;;;;;;;;sidEr;;;;;;;;;;;
3281;siffler;;;;;siflEr;sifla;;;;;;sifl6ra;;;siflje;siflè;siflè;siflè;sifle;;;;;;;;sifl;siflâ;;;;;;;;sifl;;;sifl;sifl;;;;;;;
3282;siffloter;;;;;;siflòta;;;;;;;;;;;;siflòtè;siflòte;;;;;;;;siflOt;siflòtâ;;;;;;;;siflOt;;;;siflOt;;;;;;;
3283;signaler;;;;;;siJala;;;;;;siJal6ra;;;;;siJalè;siJalè;siJale;;;;;;;;siJal;siJalâ;;;;;;siJal6rè;siJalô;siJal;siJale;;siJal;siJal;;;;;;;
3284;signer;siJam;;;;siJEr;siJa;;siJ6rè;siJ6re;;siJ6rô;siJ6ra;;;siJe;siJè;;siJè;siJe;;;;;;;siJe;siJ;siJâ;;siJ6rè;;siJ6rè;;;siJô;siJ;siJe;siJ;siJ;siJ;;;;;siJ;;siJ
3285;signifier;;;;;;siJifja;;;;;;;;;;;siJifjè;siJifjè;siJifje;;;;;;;;siJifi;siJifjâ;;;;;;siJifirè;;siJifi;;;siJifi;siJifi;;;;;;;
3286;sillonner;;;;;;;;;;;;;;;;;sijònè;sijònè;sijòne;;;;;;;;;sijònâ;;;;;;;;sijòn;;;;sijòn;;;;;;;
3287;simplifier;;;;;;;;;;;;sêplifira;;;;;sêplifjè;sêplifjè;sêplifje;;;;;;;sêplifje;sêplifi;;;;;;;sêplifirè;sêplifjô;sêplifi;;;sêplifi;sêplifi;;;;;;;
3288;simuler;;;;;;;;;;;;simyl6ra;;;;simylè;;simylè;simyle;;;;;;;simyle;simyl;simylâ;;;;;;;;simyl;;;simyl;simyl;;;;;;;
3289;singer;;;;;;sêZa;;;;;;;;;;;sêZè;sêZè;sêZe;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3290;singulariser;;;;;;;;;;;;;;;;;;;;;;;;;;;sêgylariz;;;;;;;;;;;;;sêgylariz;;;;;;;
3291;sinuer;;;;;;;;;;;;;;;;;;sinyè;;;;;;;;;;;;;;;;;;;;;siny;;;;;;;;
3292;siphonner;;;;;;;;;;;;;;;;;;;sifòne;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3293;siroter;;;;;;;;;;;;;;;;;siròtè;siròtè;siròte;;;;;;;;sirOt;siròtâ;;;;;;;;sirOt;;;;sirOt;;;;;;;
3294;situer;;;;;;;;;;;;;;;;;sityè;sityè;sitye;;sityas;;;;;;sity;;;;;;;sityrè;;sity;sitye;sity;sity;sity;;;;;;;
3295;siéger;;;;;;;;;;;;sjèZ6ra;;sjèZè;;;sjèZè;sjèZè;sjèZe;;;;;;;;sjEZ;sjèZâ;;;;;;sjèZ6rè;sjèZô;sjEZ;;;;sjEZ;;;;;;;
3296;skier;;;;;;;;;;;;;;;;;;;skje;;;;;;;;;;;;;;;;;ski;;;;ski;;;;;;;
3297;smasher;;;;;;;;;;;;;;;;;;;;;;;;;;;smaS;;;;;;;;;;;;;smaS;;;;;;;
3298;sniffer;;;;;;;;;;;;;;;;;;;snife;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3299;soigner;;swaJè;;;swaJEr;swaJa;;swaJ6rè;swaJ6re;;;swaJ6ra;;;;swaJè;swaJè;swaJè;swaJe;;;;;;;swaJe;swaJ;swaJâ;;;;;swaJ6rè;swaJ6rè;;swaJ;swaJe;swaJ;swaJ;swaJ;;;;;;;
3300;solder;;;;;;;;;;;;sOld6ra;;;;;;;sOlde;;;;;sOlda;;;sOld;;;;;;;;;sOld;;;;;;;;;;;
3301;solidariser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sòlidarize;;;;;;;;;;
3302;solidifier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sòlidifi;;;;sòlidifi;;;;;;;
3303;soliloquer;;;;;;;;;;;;;;;;;;sòlilòkè;;;;;;;;;sòlilOk;;;;;;;;;sòlilOk;;;;;;;;;;;
3304;solliciter;;;;;;sòlisita;;;;;;;;;;;;sòlisitè;sòlisite;;;;;;;;sòlisit;sòlisitâ;;;;;;;;sòlisit;;;sòlisit;sòlisit;;;;;;;
3305;solutionner;;;;;;;;;;;;;;;;;;;sòlysjòne;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3306;sombrer;;;;;;sôbra;;;;;;;sôbrjô;;;;sôbrè;sôbrè;sôbre;;;;;;;;sôbr;sôbrâ;;;;;sôbr6rè;;sôbrô;sôbr;;;sôbr;sôbr;;;;;;;
3307;sommeiller;;;;;;;;;;;;;;;;;sòmèjè;sòmèjè;sòmèje;;;;;;;;sòmEj;;;;;;;;;sòmEj;;;sòmEj;sòmEj;;;;;;;
3308;sommer;;;;;;;;;;;;;;;;;;sòmè;sòme;;;;;;;;sOm;sòmâ;;;;;;;;sOm;;;;sOm;;;;;;;
3309;somnoler;;;;;;;;;;;;;;;;;sòmnòlè;sòmnòlè;sòmnòle;;;;;;;;;sòmnòlâ;;;;;;;;sòmnOl;;;;sòmnOl;;;;;;;
3310;sonder;;;;;;;;;;;;;;;;;;sôdè;sôde;;;;;;;;sôd;sôdâ;;;;;;;;;;;;;;;;;;;
3311;songer;;sôZè;;;;sôZa;sôZ6rô;sôZ6rè;;;;sôZ6ra;;sôZè;;sôZè;sôZè;sôZè;sôZe;;sôZas;;;sôZa;sôZô;sôZe;sôZ;sôZâ;;;;sôZ6rè;;sôZ6rè;;sôZ;sôZe;sôZ;sôZ;sôZ;;;;;sôZ;;sôZ
3312;sonner;;sònè;;;sònEr;sòna;;sòn6rè;;;sòn6rô;sòn6ra;;sònè;;;sònè;sònè;sòne;;;;;;sònô;sòne;sòn;sònâ;;sòn6rè;;;;sòn6rè;;sòn;sòne;sòn;sòn;sòn;;;;;;sòn;
3313;sortir;sOrtim;sOrti;;sOrti;sOrtir;sOrti;sOrtirô;sOrtirè;sOrtire;sOrtira;sOrtirô;sOrtira;sOrtjô;sOrtè;sOrtje;sOrtè;sOrtè;sOrtè;sOrtir;;;;;;sOrtô;sOrte;sOr;sOrtâ;sOrtirjô;sOrtirè;;sOrtirè;sOrtirè;sOrtirè;sOrtô;sOr;sOrte;sOr;sOrt;sOr;;;sOrt;;sOrt;;sOrt
3314;soucier;;;;;;susja;;susirè;;;;susira;;susjè;;susjè;susjè;susjè;susje;;;;;susja;;susje;susi;;;;;;;susirè;;susi;susje;susi;;susi;;;;;;;
3315;souder;;;;;;;;;;;;;;;;;sudè;;sude;;;;;;;;;;;;;;;;;;;;;sud;;;;;;;
3316;soudoyer;;;;;;;;;;;;;;;;;;;;;;;;;;;;sudwajâ;;;;;;;;;;;;;;;;;;;
3317;souffler;;suflè;;;;sufla;;sufl6rè;;;;;;;;;suflè;suflè;sufle;;;;;;suflô;sufle;sufl;suflâ;;;;;;sufl6rè;suflô;sufl;sufle;sufl;sufl;sufl;;;;;;;
3318;souffleter;;sufl6tè;;;;;;;;;;;;;;;;sufl6tè;;;;;;;;;suflEt;;;;;;;;;;;;suflEt;suflEt;;;;;;;
3319;souffrir;;sufri;;;sufrir;sufri;sufrirô;sufrirè;sufrire;sufrira;;sufrira;sufriô;sufrè;sufrie;sufrè;sufrè;sufrè;sufrir;;;;sufris;sufri;sufrô;sufre;sufr;sufrâ;;;;;;sufrirè;;sufr;sufre;sufr;sufr;sufr;;;;;;;sufr
3320;souhaiter;suètam;suètè;;;suètEr;suèta;suèt6rô;;suèt6re;;;suèt6ra;suètjô;suètè;suètje;suètè;suètè;suètè;suète;;;;;suèta;suètô;suète;suEt;suètâ;suèt6rjô;suèt6rè;;suèt6rè;;suèt6rè;suètô;suEt;suète;suEt;suEt;suEt;;;suEt;;;;
3321;souiller;;;;;;;;;;;;;;;;;;sujè;suje;;;;;;;suje;suj;;;;;;;;;suj;;;;suj;;;;;;;
3322;soulager;;sulaZè;;;;sulaZa;;;sulaZ6re;;;sulaZ6ra;;;;;sulaZè;sulaZè;sulaZe;;;;;;;sulaZe;sulaZ;sulaZâ;;;;;;sulaZ6rè;;sulaZ;sulaZe;sulaZ;sulaZ;sulaZ;;;;;;;sulaZ
3323;soulever;;sul6vè;;;sul6vEr;sul6va;;sulèv6rè;;;sulèv6rô;sulèv6ra;;;;;sul6vè;sul6vè;sul6ve;;;;;sul6va;;sul6ve;sulEv;sul6vâ;;;;;;;;sulEv;sul6ve;;sulEv;sulEv;;;;;;;
3324;souligner;;;;;;suliJa;;;;;;;;suliJè;;;suliJè;suliJè;suliJe;;;;;;;suliJe;suliJ;suliJâ;;;;;;;;suliJ;;;suliJ;suliJ;;;;;;;
3325;soumettre;;sumi;;;sumir;sumi;;;;;;sumètra;sumètjô;;;;;sumètè;sumEtr;;;;;;;sumète;sumè;sumètâ;;;;;sumètrè;sumètrè;;sumè;sumète;sumè;;sumè;;;;;;;sumEt
3326;souper;supam;;;;;supa;;;;;;;;supè;;;;supè;supe;;supas;;;;;;sup;;;;;;;;;sup;;;;sup;;;;;;;
3327;soupeser;;;;;;;;;;;;;;;;;;sup6zè;sup6ze;;;;;;;;;sup6zâ;;;;;;;;supEz;;;;supEz;;;;;;;
3328;soupirer;;;;;;supira;;;;;;;;;;supirè;;supirè;supire;;;;;supira;;supire;supir;supirâ;;;;;;;supirô;supir;supire;;supir;supir;;;;;;;
3329;soupçonner;;;;;;;;;;;;supsòn6ra;;supsònè;supsònje;supsònè;supsònè;supsònè;supsòne;;;;;;;supsòne;supsòn;;;;;;;supsòn6rè;;supsòn;supsòne;supsòn;supsòn;supsòn;;;;;;;
3330;souquer;;;;;;;;;;;;;;;;;;;;;;;;;;suke;;;;;;;;;;;;;;suk;;;;;;;
3331;sourciller;;;;;;;;;;;;;;;;;;;sursije;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3332;sourdre;;;;;;;;;;;;;;;;;;;surdr;;;;;;;;;;;;;;;;;;;;;sur;;;;;;;
3333;sourire;;;;;surir;suri;;;;;;surira;;surjè;;surjè;surjè;surjè;surir;;;;;suri;surjô;surje;suri;surjâ;;;;;surirè;surirè;;suri;surje;suri;suri;suri;;;suri;;;;
3334;sous-entendre;;;;;;;;;;;;;;;;;;;suzâtâdr;;;;;;;;;;;;;;;;;;suzâtâde;;;suzâtâ;;;;;;;
3335;sous-estimer;;;;;;;;;;;;;;;;;;suzEstimè;suzEstime;;;;;;suzEstimô;suzEstime;suzEstim;;;;;;;;;suzEstim;suzEstime;;;;;;;;;;
3336;sous-louer;;;;;;;;;;;;;;;;;;suluè;;;;;;;;;;;;;;;;;;;;;;sulu;;;;;;;
3337;sous-tendre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sutâd;;;;;;;;
3338;souscrire;;;;;;;;;;;;;;;;;;;suskrir;;;;;;;;suskri;;;;;;;;;;;suskri;;suskri;;;;;;;
3339;soustraire;;;;;;;;;;;;;;;;;;sustrèjè;sustrEr;;;;;;;;sustrè;sustrèjâ;;;;;;;;;;;;sustrè;;;;;;;
3340;soutenir;;sutê;;;sutêr;sutê;;sutjêdrè;;;sutjêdrô;;sut6njô;;;sut6nè;sut6nè;sut6nè;sut6nir;;;;;;sut6nô;sut6ne;sutjê;sut6nâ;;;;sutjêdrè;;;;sutjê;sut6ne;sutjê;sutjEn;sutjê;;;sutjEn;;;;sutjEn
3341;soutirer;;;;;;;;;;;;;;;;;;;sutire;;;;;;;;;;;;;;;;;;;;sutir;;;;;;;;
3342;souvenir;;suvê;;;suvêr;suvê;suvjêdrô;suvjêdrè;;suvjêdra;suvjêdrô;suvjêdra;;suv6nè;;suv6nè;suv6nè;suv6nè;suv6nir;;;;;suvê;suv6nô;suv6ne;suvjê;suv6nâ;;suvjêdrè;suvjêdrie;suvjêdrè;;;suv6nô;suvjê;suv6ne;suvjê;suvjEn;suvjê;;;suvjEn;suv6nje;suvjEn;;suvjEn
3343;soûler;;;;;;;;;;;;;;;;;;sulè;sule;;;;;;;sule;;;;;;;;;;sul;sule;;sul;sul;;;;;;;
3344;spiritualiser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;spirityaliz;;;;;;;
3345;spolier;;;;;;;;;;;;;;;;;;spòljè;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3346;sponsoriser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;spônsòriz;;;;;;;
3347;sprinter;;;;;;;;;;;;;;;;;;;sprinte;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3348;spécialiser;;;;;;;;;;;;;;;;;spèsjalizè;spèsjalizè;spèsjalize;;;;;;;;;spèsjalizâ;;;;;;;;;;;;;;;;;;;
3349;spécifier;;;;;;;;;;;;;;;;;;spèsifjè;;;;;;;;;spèsifi;spèsifjâ;;;;;;;;;;;;spèsifi;;;;;;;
3350;spéculer;;;;;;;;;;;;;;;;;;;spèkyle;;;;;;;spèkyle;spèkyl;;;;;;;;;spèkyl;;;spèkyl;spèkyl;;;;;;;
3351;stabiliser;;;;;stabilizEr;;;;;;;;;;;;;stabilizè;stabilize;;;;;;;stabilize;stabiliz;;;;;;;;;stabiliz;;;;;;;;;;;
3352;stagner;;;;;;stagna;;;;;;;;;;;;stagnè;stagne;;;;;;;;stagn;;;;;;;;;stagn;;;;stagn;;;;;;;
3353;stationner;;;;;;;;;;;;;;;;;stasjònè;stasjònè;stasjòne;;;;;;;;;stasjònâ;;;;;;;;;;;stasjòn;stasjòn;;;;;;;
3354;statuer;;;;;;;;;;;;;;;;;;;statye;;;;;;;;;;;;;;;;;staty;;;;;;;;;;;
3355;statufier;;;;;;;;;;;;;;;;;;;;;;;;;;;;statyfjâ;;;;;;;;;;;;;;;;;;;
3356;stimuler;;;;;;;;;;;;;;;;;stimylè;stimylè;stimyle;;;;;;;;stimyl;;;;;;;;;stimyl;;;stimyl;stimyl;;;;;;;
3357;stipuler;;;;;;;;;;;;;;;;;;stipylè;;;;;;;;;stipyl;;;;;;;;;;;;stipyl;stipyl;;;;;;;
3358;stocker;;;;;;;;;;;;;;;;;;;stòke;;;;;;;;;;;;;;;;;stOk;;;;stOk;;;;;;;
3359;stopper;;;;;;stòpa;;;;;;;;stòpè;;;;;stòpe;;;;;stòpa;;stòpe;stOp;;;;;;;;stòpô;stOp;stòpe;;;stOp;;;;;;;
3360;stresser;;;;;;;;;;;;;;;;;;;strèse;;;;;;;;strEs;;;;;;;;;strEs;;;;;;;;;;;
3361;strier;;;;;;;;;;;;;;;;;striè;striè;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3362;stupéfier;;;;;;;;;;;;;;;;;;stypèfjè;stypèfje;;;;;;;;;;;;;;;;;;;;stypèfi;stypèfi;;;;;;;
3363;stériliser;;;;;;stèriliza;;;;;;;;;;;;;stèrilize;;;;;;;stèrilize;stèriliz;;;;;;;;;;;;;;;;;;;;
3364;subdiviser;;;;;;;;;;;;;;;;;;sybdivizè;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3365;subir;;;sybit;;;;;;sybire;;sybirô;sybira;;;;;sybisè;sybisè;sybir;;;;;;sybisô;sybise;sybi;sybisâ;;;;;;;;sybi;;sybi;sybis;sybi;;;sybis;;;;sybis
3366;subjuguer;;;;;;;;;;;;;;;;;;;sybZyge;;;;;;;;;;;;;;;;;;;;;sybZyg;;;;;;;
3367;sublimer;;;;;;;;;;;;;;;;;;;syblime;;;;;;;;;;;;;;;;;;;;;syblim;;;;;;;syblim
3368;submerger;;;;;;sybmErZa;;;;;;;;;;;;sybmErZè;;;;;;;;;;sybmErZâ;;;;;;;;sybmErZ;;;;sybmErZ;;;;;;;
3369;subodorer;;;;;;sybòdòra;;;;;;;;;;;;sybòdòrè;sybòdòre;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3370;subordonner;;;;;;;;;;;;;;;;;;;sybOrdòne;;;;;;;;;sybOrdònâ;;;;;;;;;;;;;;;sybOrdòn;;;;
3371;subsister;;;;;;;;;;;;;;;;;sybzistè;sybzistè;sybziste;;;;;;;;sybzist;;;;;;;;;sybzist;;;sybzist;sybzist;;;;;;;
3372;substituer;;;;;;sybstitya;;;;;;;;;;;;;sybstitye;;;;;;sybstityô;;;sybstityâ;;;;;;;;;;;;sybstity;;;;;;;
3373;subtiliser;;;;;;sybtiliza;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sybtiliz;;;;;;;;;;;
3374;subvenir;;;;;;;;;;;;;;;;;;;sybv6nir;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3375;subventionner;;;;;;;;;;;;sybvâsjòn6ra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3376;succomber;;sykôbè;;;;;;sykôb6rè;;;sykôb6rô;;;;;;sykôbè;sykôbè;sykôbe;;;;;;;;sykôb;;;;;;;;;sykôb;;;sykôb;sykôb;;;;;;;
3377;succéder;;;;;syksèdEr;syksèda;;;;;;syksèd6ra;;;;;syksèdè;syksèdè;syksède;;;;syksèdas;;;;syksEd;syksèdâ;;;;;;;;syksEd;;;syksEd;syksEd;;;;;;;
3378;sucer;;;;;;;;sys6rè;;;;;;;;;sysè;sysè;syse;;;;;;;syse;sys;;;;;sys6rè;;;;sys;;sys;sys;sys;;;sys;;sys;;
3379;sucrer;;;;;;;;;;;;;;;;;;sykrè;;;;;;;;;;;;;;;;;;sykr;;;;;;;;;;;
3380;suer;;;;;;sya;;;;;;;;;;;;syè;sye;;;;;;;sye;sy;syâ;;;;;;;;sy;;sy;sy;sy;;;;;;;sy
3381;suffire;;;;;syfir;syfi;;;;;;syfira;;;;;syfizè;syfizè;syfir;;;;;;;;syfi;syfizâ;;;;;syfirè;syfirè;;syfi;;syfi;syfiz;syfi;;;;;;;syfiz
3382;suffoquer;;;;;;;;;;;;syfòk6ra;;syfòkè;;;syfòkè;;syfòke;;;;;;syfòkô;;;syfòkâ;;;;;;;;syfOk;;;;syfOk;;;;;;;
3383;suggérer;;syZèrè;;;;syZèra;;;;;;;;syZèrè;;syZèrè;;syZèrè;syZère;;;;;;;syZère;syZEr;syZèrâ;;;;;;;syZèrô;syZEr;syZère;syZEr;syZEr;syZEr;;;syZEr;;;;
3384;suicider;;;;;;;;sHisid6rè;;;;;;;;;;;sHiside;;;;;;sHisidô;;sHisid;;;;;;;sHisid6rè;;sHisid;;sHisid;sHisid;sHisid;;;;;;;
3385;suifer;;;;;;;;;;;;;;;;;;;sHife;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3386;suinter;;;;;;sHêta;;;;;;;;;;;sHêtè;sHêtè;sHête;;;;;;;;sHêt;sHêtâ;;;;;;;;;;;sHêt;sHêt;;;;;;;
3387;suivre;sHivim;sHivi;;;sHivir;sHivi;sHivrô;sHivrè;sHivre;sHivra;sHivrô;sHivra;sHivjô;sHivè;sHivje;sHivè;sHivè;sHivè;sHivr;;;;;;sHivô;sHive;sHi;sHivâ;;sHivrè;;sHivrè;sHivrè;sHivrè;sHivô;sHi;sHive;;sHiv;sHi;;;sHiv;sHivje;sHiv;sHiv;sHiv
3388;sulfater;;;;;;;;;;;;;;;;;;;sylfate;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3389;superposer;;;;;;;;;;;;;;;;;sypErpòzè;;sypErpòze;;;;;;;;;sypErpòzâ;;;;;;;;sypErpoz;;;sypErpoz;sypErpoz;;;;;;;
3390;superviser;;;;;;;;;;;;;;;;;;;sypErvize;;;;;;;;sypErviz;;;;;;;;;sypErviz;;;;;;;;;;;
3391;supplanter;;;;;;;;;;;;;;;;;;;syplâte;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3392;supplier;;sypliè;;;;syplia;;;;syplira;;;;sypliè;;sypliè;;sypliè;syplie;;;;;;;;sypli;sypliâ;;;;;;;;sypli;;sypli;sypli;sypli;;;sypli;;;;
3393;suppléer;;;;;;;;;;;;;;;;;syplèè;;;;;;;;;;;syplèâ;;;;;;;;;;;;syple;;;;;;;
3394;supporter;;;;;;sypOrta;;sypOrt6rè;;sypOrt6ra;;sypOrt6ra;sypOrtjô;sypOrtè;;sypOrtè;sypOrtè;sypOrtè;sypOrte;;;;;sypOrta;sypOrtô;sypOrte;sypOrt;sypOrtâ;;sypOrt6rè;;sypOrt6rè;sypOrt6rè;sypOrt6rè;;sypOrt;sypOrte;sypOrt;sypOrt;sypOrt;;;sypOrt;;;sypOrt;
3395;supposer;;sypòzè;;;;sypòza;;;;;;;;sypòzè;sypòzje;sypòzè;;;sypòze;;;;;;sypòzô;sypòze;sypoz;sypòzâ;;;;;;;sypòzô;sypoz;sypòze;sypoz;sypoz;sypoz;;;;;;;
3396;supprimer;;syprimè;;;;syprima;;;;;;;;;;;;;syprime;;;;;;;syprime;syprim;;;;;;;;;syprim;syprime;;syprim;syprim;;;;;;;
3397;suppurer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sypyr6rè;;;;;;;;;;;;;
3398;supputer;;;;;;;;;;;;;;;;;;;sypyte;;;;;;;;sypyt;;;;;;;;;sypyt;;;;sypyt;;;;;;;
3399;surabonder;;;;;;;;;;;;;;;;;syrabôdè;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3400;surcharger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;syrSarZ;;;;;;;
3401;surchauffer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;syrSof;;;;;;;
3402;surclasser;;;;;;;;;;;;;;;;;;;syrklase;;;;;;;;;;;syrklas6rè;;;;;;syrklas;;;;;;;;;;;
3403;surenchérir;;;;;;syrâSèri;;;;;;;;;;;;;syrâSèrir;;;;;;;;;;;;;;;;;;;;;syrâSèri;;;;;;;
3404;surestimer;;;;;;;;;;;;;;;;;;;syrEstime;;;;;;;syrEstime;;;;;;;;;;;syrEstime;;;;;;;;;;
3405;surfer;;;;;;;;;;;;;;syrfè;;;;;syrfe;;;;;;;;syrf;;;;;;;;;syrf;;;syrf;syrf;;;;;;;
3406;surgeonner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;syrZòn;;;;;;;;
3407;surgir;;;;;syrZir;syrZi;;;;;syrZirô;syrZira;;;;;syrZisè;syrZisè;syrZir;;;;;;;;syrZi;syrZisâ;;;;;;;;syrZi;syrZise;syrZi;syrZis;syrZi;;;;;;;syrZis
3408;surir;;;;;;;;;;;;;;;;;;;syrir;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3409;surmener;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;syrm6ne;;;;;;;;;;
3410;surmonter;;;;;syrmôtEr;;syrmôt6rô;;;syrmôt6ra;;;syrmôtjô;;;;;syrmôtè;syrmôte;;;;;;;;syrmôt;syrmôtâ;;;;;;syrmôt6rè;;syrmôt;;;;syrmôt;;;;;;;
3411;surnager;;;;;;syrnaZa;;;;;;syrnaZ6ra;;;;;syrnaZè;syrnaZè;syrnaZe;;;;;;;;;;;;;;;;;;;;;syrnaZ;;;;;;;
3412;surnommer;;;;;;syrnòma;;;;;;;;syrnòmè;;;;syrnòmè;;;;;;;;;syrnOm;;;;;;;;;;;;;syrnOm;;;;;;;
3413;surpasser;;;;;;;;;;;;syrpas6ra;;;;;;syrpasè;syrpase;;;;;;syrpasô;;syrpas;;;;;;;;;syrpas;;;;syrpas;;;;;;;
3414;surplomber;;;;;;;;;;;;;syrplôbjô;;;;syrplôbè;syrplôbè;;;;;;;;;syrplôb;syrplôbâ;;;;;;;;syrplôb;;;syrplôb;syrplôb;;;;;;;
3415;surprendre;;syrpri;;syrpri;;syrpri;;syrprâdrè;;syrprâdra;;syrprâdra;syrpr6njô;syrpr6nè;;syrpr6nè;syrpr6nè;syrpr6nè;syrprâdr;;;;;;;syrpr6ne;syrprâ;syrpr6nâ;;;;;;syrprâdrè;;syrprâ;syrpr6ne;syrprâ;;syrprâ;;;;;;;syrprEn
3416;sursauter;;syrsòtè;;;syrsòtEr;syrsòta;;;;;;;;;;syrsòtè;;syrsòtè;syrsòte;;;;;;;syrsòte;syrsot;syrsòtâ;;;;;;;;syrsot;;;;syrsot;;;;;;;
3417;surseoir;;;;;;;;;;;;;;;;;;;syrswar;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3418;surveiller;;;;;;;;syrvèj6rè;;;syrvèj6rô;syrvèj6ra;;syrvèjè;;syrvèjè;syrvèjè;syrvèjè;syrvèje;;;;;;;syrvèje;syrvEj;syrvèjâ;;;;;;syrvèj6rè;syrvèjô;syrvEj;syrvèje;syrvEj;syrvEj;syrvEj;;;;;;;syrvEj
3419;survenir;;;;;;syrvê;;;;;;syrvjêdra;;;;;syrv6nè;;syrv6nir;;;;;;;;;syrv6nâ;;;;;;;;;;;syrvjEn;syrvjê;;;;;;;
3420;survivre;;;;;syrvèkyr;syrvèky;syrvivrô;syrvivrè;;syrvivra;syrvivrô;syrvivra;;;;syrvivè;syrvivè;syrvivè;syrvivr;;;;;;;syrvive;;syrvivâ;;syrvivrè;;syrvivrè;syrvivrè;syrvivrè;syrvivô;syrvi;;syrvi;syrviv;syrvi;;;syrviv;;syrviv;;syrviv
3421;survoler;;;;;;;;;;;;;;;;;;syrvòlè;;;;;;;syrvòlô;syrvòle;syrvOl;syrvòlâ;;;;;;;syrvòlô;syrvOl;syrvòle;;syrvOl;syrvOl;;;;;;;
3422;surélever;;;;;;;;;;;;;;;;;;;syrèl6ve;;;;;;;;;;;;;;;;;syrèlEv;;;;;;;;;;;
3423;susciter;;;;;;sysita;;;;;;;;;;sysitè;sysitè;sysitè;sysite;;;;;;;;sysit;sysitâ;;;;;sysit6rè;;;sysit;;;;sysit;;;;;;;
3424;suspecter;;;;;;;;;;;;;;;;syspEktè;;;syspEkte;;;;;;;;;;;;;;;;;syspEkt;;;;syspEkt;;;;;;;
3425;suspendre;;;;;;syspâdi;;syspâdrè;;;;;;;;;;syspâdè;syspâdr;;;;;;syspâdô;syspâde;syspâ;syspâdâ;;;;;;syspâdrè;syspâdô;syspâ;;syspâ;;;;;;;;;
3426;sustenter;;;;;;;;;;;;;;;;;;;systâte;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3427;susurrer;;;;;;sysyra;;;;;;;;;;;;;sysyre;;;;;;;;sysyr;sysyrâ;;;;;;;;;;;sysyr;sysyr;;;;;;;
3428;suturer;;;;;;;;;;;;;;;;;;;sytyre;;;;;;;;;sytyrâ;;;;;;;;;;;;;;;;;;;
3429;suçoter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sysOt;;;;sysOt;;;;;;;
3430;symboliser;;;;;;;;;;;;;;;;;sêbòlizè;sêbòlizè;sêbòlize;;;;;sêbòliza;;;sêbòliz;;;;;;;;;;;;sêbòliz;sêbòliz;;;;;;;
3431;sympathiser;;;;;;;;;;;;;;;;;;sêpatizè;sêpatize;;;;;;;;;sêpatizâ;;;;;;;;sêpatiz;;;;sêpatiz;;;;;;;
3432;synchroniser;;;;;;;;;;;;;;;;;;;sêkrònize;;;;;;;;sêkròniz;;;;;;;;sêkrònizô;;;;;;;;;;;;
